도엽,zip,w,s,e,n
34708033,토지피복지도/SG05_34708033_20251113.zip,127.79999998327706,34.64999994352053,127.82500001538183,34.674999920580255
34708041,토지피복지도/SG05_34708041_20251113.zip,127.74999994671275,34.624999869584826,127.77499999237313,34.65000052952548
34708042,토지피복지도/SG05_34708042_20251113.zip,127.77499994701701,34.624999869584826,127.80000003139303,34.65000055299121
34708043,토지피복지도/SG05_34708043_20251113.zip,127.80000000280789,34.624999866309366,127.82500001637435,34.649999948477834
34708051,토지피복지도/SG05_34708051_20251113.zip,127.74999994745741,34.59999986700417,127.7749999506369,34.625000543298256
34708052,토지피복지도/SG05_34708052_20251113.zip,127.77499993057602,34.599999943458634,127.80000003508769,34.62500052831166
34708053,토지피복지도/SG05_34708053_20251113.zip,127.80000001108598,34.5999998692556,127.82500001637435,34.624999906337834
34708061,토지피복지도/SG05_34708061_20251113.zip,127.75000001155861,34.5749998781822,127.77499998492355,34.60000054604789
34708062,토지피복지도/SG05_34708062_20251113.zip,127.77499994350265,34.57499988054205,127.80000003508769,34.60000058326393
34708063,토지피복지도/SG05_34708063_20251113.zip,127.79999999247602,34.57499988054205,127.82499995745057,34.60000027151573
34708071,토지피복지도/SG05_34708071_20251113.zip,127.74999996026234,34.549999879112704,127.77499998408705,34.57500053681277
34708081,토지피복지도/SG05_34708081_20251113.zip,127.74999996035751,34.5249998685514,127.77499995455658,34.55000051125804
34708083,토지피복지도/SG05_34708083_20251113.zip,127.79999994138898,34.52499990266941,127.82499981857603,34.54975926991128
34708091,토지피복지도/SG05_34708091_20251113.zip,127.7500000143442,34.499999937948346,127.7749999983959,34.5250005347932
34708092,토지피복지도/SG05_34708092_20251113.zip,127.77499995185181,34.49999989843407,127.80000004022307,34.52499992123333
34708093,토지피복지도/SG05_34708093_20251113.zip,127.80000002040163,34.4999998661837,127.82499998755033,34.52503227598984
34709080,토지피복지도/SG05_34709080_20251113.zip,127.22500001572385,34.29999989486168,127.2499999742559,34.324999923465256
34710065,토지피복지도/SG05_34710065_20251113.zip,127.35000000485113,34.324999898831656,127.37500001282963,34.349999886383884
34710066,토지피복지도/SG05_34710066_20251113.zip,127.37499999436817,34.324999871419784,127.39999995949039,34.34999989658193
34710081,토지피복지도/SG05_34710081_20251113.zip,127.24999996190306,34.27499992562889,127.27500000573654,34.30000502107082
34710082,토지피복지도/SG05_34710082_20251113.zip,127.27499993475328,34.2749999262594,127.29999870830227,34.300005490483464
34710084,토지피복지도/SG05_34710084_20251113.zip,127.3249999625233,34.27499988899689,127.35000001584648,34.29999990000135
34710085,토지피복지도/SG05_34710085_20251113.zip,127.34999994548599,34.27499988899689,127.37500004515921,34.299999938993906
34710086,토지피복지도/SG05_34710086_20251113.zip,127.3749999932319,34.2749998761089,127.40000004747786,34.299999938993906
34710087,토지피복지도/SG05_34710087_20251113.zip,127.40000001447419,34.2749998761089,127.42500002227074,34.299999946830326
34710088,토지피복지도/SG05_34710088_20251113.zip,127.42500000786792,34.274999926910766,127.44999996701274,34.299999946830326
34710091,토지피복지도/SG05_34710091_20251113.zip,127.2499999720659,34.249999909033036,127.27500000573654,34.27500001229263
34710092,토지피복지도/SG05_34710092_20251113.zip,127.27499996677258,34.24999998760546,127.30000005104037,34.2750024896034
34710094,토지피복지도/SG05_34710094_20251113.zip,127.3249999625233,34.24999986647455,127.35000004432038,34.27500003977197
34710095,토지피복지도/SG05_34710095_20251113.zip,127.35000001569918,34.24999986647455,127.37500004512651,34.27500040352301
34710098,토지피복지도/SG05_34710098_20251113.zip,127.42500000907927,34.2499998965412,127.45000004855056,34.274999927366636
