"행정구역(동읍면)별","5세별","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"상주시","65 - 69세","남자인구수[명]","명","3868","4179","4433","4677","4982","5217",
"상주시","65 - 69세","여자인구수[명]","명","4261","4525","4564","4749","4987","5119",
"상주시","70 - 74세","남자인구수[명]","명","3164","3230","3360","3411","3432","3690",
"상주시","70 - 74세","여자인구수[명]","명","3533","3650","3815","3831","3884","4138",
"상주시","75 - 79세","남자인구수[명]","명","2288","2219","2188","2314","2588","2752",
"상주시","75 - 79세","여자인구수[명]","명","3654","3289","3042","3058","3152","3304",
"상주시","80 - 84세","남자인구수[명]","명","1795","1819","1958","1948","1826","1736",
"상주시","80 - 84세","여자인구수[명]","명","3598","3642","3759","3672","3452","3172",
"상주시","85 - 89세","남자인구수[명]","명","837","901","948","1001","1067","1032",
"상주시","85 - 89세","여자인구수[명]","명","2136","2259","2379","2493","2568","2606",
"상주시","90 - 94세","남자인구수[명]","명","196","216","240","263","296","355",
"상주시","90 - 94세","여자인구수[명]","명","831","883","923","987","1071","1133",
"상주시","95 - 99세","남자인구수[명]","명","48","44","35","41","38","37",
"상주시","95 - 99세","여자인구수[명]","명","201","238","235","258","271","279",
"상주시","100+","남자인구수[명]","명","13","2","4","1","1","2",
"상주시","100+","여자인구수[명]","명","49","34","40","45","44","37",
"문경시","0 - 4세","남자인구수[명]","명","878","829","773","716","623","502",
"문경시","0 - 4세","여자인구수[명]","명","835","801","755","654","567","483",
"문경시","5 - 9세","남자인구수[명]","명","1237","1125","1042","951","883","782",
"문경시","5 - 9세","여자인구수[명]","명","1122","1072","996","920","851","748",
"문경시","10 - 14세","남자인구수[명]","명","1360","1371","1340","1281","1244","1214",
"문경시","10 - 14세","여자인구수[명]","명","1131","1175","1161","1127","1115","1097",
"문경시","15 - 19세","남자인구수[명]","명","1661","1574","1552","1517","1466","1388",
"문경시","15 - 19세","여자인구수[명]","명","1428","1307","1272","1235","1179","1141",
"문경시","20 - 24세","남자인구수[명]","명","1998","1962","1801","1598","1405","1217",
"문경시","20 - 24세","여자인구수[명]","명","1583","1530","1477","1276","1118","899",
"문경시","25 - 29세","남자인구수[명]","명","1519","1494","1508","1457","1392","1328",
"문경시","25 - 29세","여자인구수[명]","명","1107","1154","1142","1107","1058","1047",
"문경시","30 - 34세","남자인구수[명]","명","1325","1249","1260","1230","1221","1165",
"문경시","30 - 34세","여자인구수[명]","명","1119","1076","1097","1077","1030","953",
"문경시","35 - 39세","남자인구수[명]","명","1691","1607","1500","1395","1297","1197",
"문경시","35 - 39세","여자인구수[명]","명","1591","1484","1334","1256","1107","1036",
"문경시","40 - 44세","남자인구수[명]","명","2067","2006","1970","1895","1753","1602",
"문경시","40 - 44세","여자인구수[명]","명","1780","1800","1821","1730","1674","1509",
"문경시","45 - 49세","남자인구수[명]","명","2658","2568","2445","2240","2104","2008",
"문경시","45 - 49세","여자인구수[명]","명","2282","2189","2124","1976","1879","1786",
"문경시","50 - 54세","남자인구수[명]","명","2939","2962","2916","2810","2741","2626",
"문경시","50 - 54세","여자인구수[명]","명","2607","2651","2537","2438","2350","2285",
"문경시","55 - 59세","남자인구수[명]","명","3273","3191","3141","3100","3064","3056",
"문경시","55 - 59세","여자인구수[명]","명","3218","3020","3005","2937","2860","2730",
"문경시","60 - 64세","남자인구수[명]","명","3647","3796","3819","3788","3679","3475",
"문경시","60 - 64세","여자인구수[명]","명","3750","3824","3718","3658","3502","3343",
"문경시","65 - 69세","남자인구수[명]","명","2820","3087","3254","3387","3576","3723",
"문경시","65 - 69세","여자인구수[명]","명","3161","3377","3451","3526","3663","3704",
"문경시","70 - 74세","남자인구수[명]","명","2252","2364","2451","2459","2518","2656",
"문경시","70 - 74세","여자인구수[명]","명","2636","2692","2812","2858","2957","3052",
"문경시","75 - 79세","남자인구수[명]","명","1752","1669","1623","1722","1823","1967",
"문경시","75 - 79세","여자인구수[명]","명","2628","2458","2330","2286","2304","2467",
"문경시","80 - 84세","남자인구수[명]","명","1262","1336","1441","1415","1375","1309",
"문경시","80 - 84세","여자인구수[명]","명","2401","2398","2483","2492","2407","2227",
"문경시","85 - 89세","남자인구수[명]","명","485","551","553","613","675","732",
"문경시","85 - 89세","여자인구수[명]","명","1332","1507","1579","1672","1704","1717",
"문경시","90 - 94세","남자인구수[명]","명","136","150","156","166","170","181",
"문경시","90 - 94세","여자인구수[명]","명","519","551","535","580","700","765",
"문경시","95 - 99세","남자인구수[명]","명","26","23","26","31","29","25",
"문경시","95 - 99세","여자인구수[명]","명","133","143","140","146","164","175",
"문경시","100+","남자인구수[명]","명","14","5","6","4","3","3",
"문경시","100+","여자인구수[명]","명","43","26","27","29","27","28",
"경산시","0 - 4세","남자인구수[명]","명","4472","4140","3759","3389","3151","3076",
"경산시","0 - 4세","여자인구수[명]","명","4283","3941","3604","3207","3053","3008",
"경산시","5 - 9세","남자인구수[명]","명","5969","5897","5533","5154","4751","4210",
"경산시","5 - 9세","여자인구수[명]","명","5752","5751","5375","5031","4590","4145",
"경산시","10 - 14세","남자인구수[명]","명","5638","5907","5938","5871","5869","5820",
"경산시","10 - 14세","여자인구수[명]","명","5326","5564","5608","5649","5669","5603",
"경산시","15 - 19세","남자인구수[명]","명","6140","5977","5894","5748","5734","5872",
"경산시","15 - 19세","여자인구수[명]","명","5596","5409","5485","5450","5519","5614",
"경산시","20 - 24세","남자인구수[명]","명","9706","9514","9516","9487","9559","8918",
"경산시","20 - 24세","여자인구수[명]","명","8506","8600","8494","8309","8526","8075",
"경산시","25 - 29세","남자인구수[명]","명","10208","10215","10181","9843","9533","9206",
"경산시","25 - 29세","여자인구수[명]","명","7809","7942","7688","7520","7339","6919",
"경산시","30 - 34세","남자인구수[명]","명","8313","8761","8843","8933","9069","8950",
"경산시","30 - 34세","여자인구수[명]","명","6781","7076","7179","7136","7181","7169",
"경산시","35 - 39세","남자인구수[명]","명","9486","9006","8393","8007","7929","7803",
"경산시","35 - 39세","여자인구수[명]","명","8612","8124","7498","6855","6733","6587",
"경산시","40 - 44세","남자인구수[명]","명","9962","10280","10362","10134","9687","9145",
"경산시","40 - 44세","여자인구수[명]","명","9270","9624","9620","9687","9062","8351",
"경산시","45 - 49세","남자인구수[명]","명","11353","11088","10587","10127","9902","9812",
"경산시","45 - 49세","여자인구수[명]","명","10983","10684","10249","9540","9357","9295",
"경산시","50 - 54세","남자인구수[명]","명","11536","11946","12072","11864","11807","11464",
"경산시","50 - 54세","여자인구수[명]","명","11395","12044","12072","12015","11857","11354",
"경산시","55 - 59세","남자인구수[명]","명","10954","11040","10955","11417","11545","11607",
"경산시","55 - 59세","여자인구수[명]","명","10968","10826","10923","11350","11598","11688",
"경산시","60 - 64세","남자인구수[명]","명","10027","10751","11077","11196","11104","10976",
"경산시","60 - 64세","여자인구수[명]","명","10104","10845","11104","11309","11183","11179",
"경산시","65 - 69세","남자인구수[명]","명","7018","7663","8175","8610","9334","9760",
"경산시","65 - 69세","여자인구수[명]","명","7752","8299","8634","9003","9788","10211",
"경산시","70 - 74세","남자인구수[명]","명","5052","5462","5776","5884","6160","6687",
"경산시","70 - 74세","여자인구수[명]","명","5904","6488","6757","6906","7044","7666",
"경산시","75 - 79세","남자인구수[명]","명","3547","3581","3618","3901","4216","4571",
"경산시","75 - 79세","여자인구수[명]","명","4892","4744","4728","5016","5354","5706",
"경산시","80 - 84세","남자인구수[명]","명","2208","2390","2623","2768","2805","2788",
"경산시","80 - 84세","여자인구수[명]","명","3965","4108","4418","4529","4560","4367",
"경산시","85 - 89세","남자인구수[명]","명","960","1035","1117","1187","1328","1362",
"경산시","85 - 89세","여자인구수[명]","명","2121","2355","2503","2703","2840","2998",
"경산시","90 - 94세","남자인구수[명]","명","223","254","284","279","327","389",
"경산시","90 - 94세","여자인구수[명]","명","711","817","846","929","1055","1204",
"경산시","95 - 99세","남자인구수[명]","명","22","28","41","47","39","42",
"경산시","95 - 99세","여자인구수[명]","명","139","163","171","181","211","226",
"경산시","100+","남자인구수[명]","명","11","5","2","1","2","6",
"경산시","100+","여자인구수[명]","명","54","25","23","33","28","24",
"군위군","0 - 4세","남자인구수[명]","명","167","142","164","","","",
"군위군","0 - 4세","여자인구수[명]","명","136","123","132","","","",
"군위군","5 - 9세","남자인구수[명]","명","203","188","161","","","",
"군위군","5 - 9세","여자인구수[명]","명","175","152","133","","","",
"군위군","10 - 14세","남자인구수[명]","명","256","249","242","","","",
"군위군","10 - 14세","여자인구수[명]","명","203","202","204","","","",
"군위군","15 - 19세","남자인구수[명]","명","267","250","240","","","",
"군위군","15 - 19세","여자인구수[명]","명","235","218","211","","","",
"군위군","20 - 24세","남자인구수[명]","명","463","401","365","","","",
"군위군","20 - 24세","여자인구수[명]","명","331","278","265","","","",
"군위군","25 - 29세","남자인구수[명]","명","464","426","424","","","",
"군위군","25 - 29세","여자인구수[명]","명","264","274","294","","","",
"군위군","30 - 34세","남자인구수[명]","명","385","357","349","","","",
"군위군","30 - 34세","여자인구수[명]","명","245","205","237","","","",
"군위군","35 - 39세","남자인구수[명]","명","364","352","389","","","",
"군위군","35 - 39세","여자인구수[명]","명","315","292","286","","","",
"군위군","40 - 44세","남자인구수[명]","명","533","491","490","","","",
"군위군","40 - 44세","여자인구수[명]","명","367","359","367","","","",
"군위군","45 - 49세","남자인구수[명]","명","740","677","633","","","",
"군위군","45 - 49세","여자인구수[명]","명","519","479","432","","","",
"군위군","50 - 54세","남자인구수[명]","명","1026","996","962","","","",
"군위군","50 - 54세","여자인구수[명]","명","751","727","746","","","",
"군위군","55 - 59세","남자인구수[명]","명","1406","1377","1350","","","",
"군위군","55 - 59세","여자인구수[명]","명","1129","1054","1054","","","",
"군위군","60 - 64세","남자인구수[명]","명","1543","1591","1701","","","",
"군위군","60 - 64세","여자인구수[명]","명","1308","1366","1444","","","",
"군위군","65 - 69세","남자인구수[명]","명","1268","1395","1512","","","",
"군위군","65 - 69세","여자인구수[명]","명","1217","1255","1282","","","",
"군위군","70 - 74세","남자인구수[명]","명","1032","1091","1141","","","",
"군위군","70 - 74세","여자인구수[명]","명","1032","1101","1142","","","",
"군위군","75 - 79세","남자인구수[명]","명","822","774","776","","","",
"군위군","75 - 79세","여자인구수[명]","명","1132","1027","973","","","",
"군위군","80 - 84세","남자인구수[명]","명","600","609","658","","","",
"군위군","80 - 84세","여자인구수[명]","명","1080","1083","1128","","","",
"군위군","85 - 89세","남자인구수[명]","명","286","321","332","","","",
"군위군","85 - 89세","여자인구수[명]","명","646","697","734","","","",
"군위군","90 - 94세","남자인구수[명]","명","58","67","73","","","",
"군위군","90 - 94세","여자인구수[명]","명","228","235","250","","","",
"군위군","95 - 99세","남자인구수[명]","명","8","6","7","","","",
"군위군","95 - 99세","여자인구수[명]","명","37","43","46","","","",
"군위군","100+","남자인구수[명]","명","1","1","0","","","",
"군위군","100+","여자인구수[명]","명","14","14","11","","","",
"의성군","0 - 4세","남자인구수[명]","명","539","486","464","423","376","324",
"의성군","0 - 4세","여자인구수[명]","명","470","420","398","379","338","292",
"의성군","5 - 9세","남자인구수[명]","명","463","465","454","425","368","343",
"의성군","5 - 9세","여자인구수[명]","명","439","430","420","408","347","312",
"의성군","10 - 14세","남자인구수[명]","명","547","534","529","484","460","453",
"의성군","10 - 14세","여자인구수[명]","명","501","492","476","465","441","428",
"의성군","15 - 19세","남자인구수[명]","명","656","618","584","633","669","673",
"의성군","15 - 19세","여자인구수[명]","명","592","542","524","526","496","480",
"의성군","20 - 24세","남자인구수[명]","명","890","810","729","687","584","527",
"의성군","20 - 24세","여자인구수[명]","명","681","593","536","501","425","352",
"의성군","25 - 29세","남자인구수[명]","명","924","826","788","770","663","603",
"의성군","25 - 29세","여자인구수[명]","명","659","604","575","555","504","465",
"의성군","30 - 34세","남자인구수[명]","명","847","799","798","763","744","724",
"의성군","30 - 34세","여자인구수[명]","명","650","595","627","641","579","537",
"의성군","35 - 39세","남자인구수[명]","명","957","837","818","840","814","787",
"의성군","35 - 39세","여자인구수[명]","명","789","720","668","621","587","566",
"의성군","40 - 44세","남자인구수[명]","명","1155","1128","1097","1093","1005","971",
"의성군","40 - 44세","여자인구수[명]","명","812","837","849","830","771","730",
"의성군","45 - 49세","남자인구수[명]","명","1598","1466","1373","1335","1260","1204",
"의성군","45 - 49세","여자인구수[명]","명","1135","1027","958","905","843","831",
"의성군","50 - 54세","남자인구수[명]","명","2108","1990","1966","1873","1736","1703",
"의성군","50 - 54세","여자인구수[명]","명","1572","1552","1492","1423","1222","1183",
"의성군","55 - 59세","남자인구수[명]","명","2606","2473","2428","2501","2485","2381",
"의성군","55 - 59세","여자인구수[명]","명","2428","2159","2008","2020","1930","1770",
"의성군","60 - 64세","남자인구수[명]","명","3208","3289","3290","3242","3073","2984",
"의성군","60 - 64세","여자인구수[명]","명","3020","3079","3124","3020","2852","2709",
"의성군","65 - 69세","남자인구수[명]","명","2711","2886","3072","3229","3306","3482",
"의성군","65 - 69세","여자인구수[명]","명","2850","2928","2967","3021","3115","3153",
"의성군","70 - 74세","남자인구수[명]","명","2076","2223","2321","2417","2547","2673",
"의성군","70 - 74세","여자인구수[명]","명","2409","2524","2589","2637","2695","2818",
"의성군","75 - 79세","남자인구수[명]","명","1801","1681","1549","1611","1697","1834",
"의성군","75 - 79세","여자인구수[명]","명","2652","2423","2179","2065","2098","2229",
"의성군","80 - 84세","남자인구수[명]","명","1360","1403","1524","1526","1421","1316",
"의성군","80 - 84세","여자인구수[명]","명","2552","2546","2638","2683","2424","2232",
"의성군","85 - 89세","남자인구수[명]","명","635","691","716","729","782","754",
"의성군","85 - 89세","여자인구수[명]","명","1588","1664","1710","1752","1899","1806",
"의성군","90 - 94세","남자인구수[명]","명","160","170","181","198","229","262",
"의성군","90 - 94세","여자인구수[명]","명","507","570","601","669","716","806",
"의성군","95 - 99세","남자인구수[명]","명","15","20","27","27","24","29",
"의성군","95 - 99세","여자인구수[명]","명","114","116","122","131","143","156",
"의성군","100+","남자인구수[명]","명","9","1","1","2","1","1",
"의성군","100+","여자인구수[명]","명","39","15","16","26","21","19",
"청송군","0 - 4세","남자인구수[명]","명","225","227","220","208","185","177",
"청송군","0 - 4세","여자인구수[명]","명","199","183","172","181","174","149",
"청송군","5 - 9세","남자인구수[명]","명","278","251","229","218","223","188",
"청송군","5 - 9세","여자인구수[명]","명","277","256","231","215","187","181",
"청송군","10 - 14세","남자인구수[명]","명","283","287","283","264","268","252",
"청송군","10 - 14세","여자인구수[명]","명","251","234","241","261","260","239",
"청송군","15 - 19세","남자인구수[명]","명","352","320","301","282","248","260",
"청송군","15 - 19세","여자인구수[명]","명","321","308","275","249","252","242",
"청송군","20 - 24세","남자인구수[명]","명","475","433","391","378","336","277",
"청송군","20 - 24세","여자인구수[명]","명","375","336","297","272","229","201",
"청송군","25 - 29세","남자인구수[명]","명","550","525","478","448","416","393",
"청송군","25 - 29세","여자인구수[명]","명","294","278","285","267","274","294",
"청송군","30 - 34세","남자인구수[명]","명","487","443","450","484","457","463",
"청송군","30 - 34세","여자인구수[명]","명","305","265","258","260","267","252",
"청송군","35 - 39세","남자인구수[명]","명","505","462","468","439","424","435",
"청송군","35 - 39세","여자인구수[명]","명","396","384","354","320","296","296",
"청송군","40 - 44세","남자인구수[명]","명","585","534","514","527","514","477",
"청송군","40 - 44세","여자인구수[명]","명","431","414","425","433","415","372",
"청송군","45 - 49세","남자인구수[명]","명","797","748","702","632","572","589",
"청송군","45 - 49세","여자인구수[명]","명","586","543","518","486","445","435",
"청송군","50 - 54세","남자인구수[명]","명","1134","1075","1037","967","922","877",
"청송군","50 - 54세","여자인구수[명]","명","939","878","807","713","675","624",
"청송군","55 - 59세","남자인구수[명]","명","1359","1321","1271","1260","1251","1213",
"청송군","55 - 59세","여자인구수[명]","명","1276","1197","1154","1128","1081","1010",
"청송군","60 - 64세","남자인구수[명]","명","1500","1568","1593","1578","1548","1538",
"청송군","60 - 64세","여자인구수[명]","명","1482","1539","1519","1506","1430","1341",
"청송군","65 - 69세","남자인구수[명]","명","1252","1307","1393","1448","1505","1550",
"청송군","65 - 69세","여자인구수[명]","명","1293","1320","1359","1385","1489","1524",
"청송군","70 - 74세","남자인구수[명]","명","982","1065","1083","1117","1163","1202",
"청송군","70 - 74세","여자인구수[명]","명","1064","1095","1140","1147","1170","1246",
"청송군","75 - 79세","남자인구수[명]","명","785","720","724","741","801","852",
"청송군","75 - 79세","여자인구수[명]","명","1211","1090","1014","982","961","969",
"청송군","80 - 84세","남자인구수[명]","명","593","588","631","639","612","580",
"청송군","80 - 84세","여자인구수[명]","명","1040","1071","1148","1150","1090","1042",
"청송군","85 - 89세","남자인구수[명]","명","277","313","312","338","356","355",
"청송군","85 - 89세","여자인구수[명]","명","556","611","623","695","765","759",
"청송군","90 - 94세","남자인구수[명]","명","52","68","77","82","93","107",
"청송군","90 - 94세","여자인구수[명]","명","210","219","249","237","266","302",
"청송군","95 - 99세","남자인구수[명]","명","5","5","10","12","10","13",
"청송군","95 - 99세","여자인구수[명]","명","41","47","52","65","80","78",
"청송군","100+","남자인구수[명]","명","6","1","1","1","1","1",
"청송군","100+","여자인구수[명]","명","15","10","6","4","5","8",
"영양군","0 - 4세","남자인구수[명]","명","173","147","121","99","72","64",
"영양군","0 - 4세","여자인구수[명]","명","161","142","118","114","92","92",
"영양군","5 - 9세","남자인구수[명]","명","212","203","190","167","161","148",
"영양군","5 - 9세","여자인구수[명]","명","180","183","180","148","129","117",
"영양군","10 - 14세","남자인구수[명]","명","230","236","224","224","212","220",
"영양군","10 - 14세","여자인구수[명]","명","216","211","186","174","185","178",
"영양군","15 - 19세","남자인구수[명]","명","249","226","225","225","236","246",
"영양군","15 - 19세","여자인구수[명]","명","243","219","237","248","231","251",
"영양군","20 - 24세","남자인구수[명]","명","353","326","294","261","228","231",
"영양군","20 - 24세","여자인구수[명]","명","240","225","215","184","163","196",
"영양군","25 - 29세","남자인구수[명]","명","322","283","254","234","219","277",
"영양군","25 - 29세","여자인구수[명]","명","230","231","200","187","177","211",
"영양군","30 - 34세","남자인구수[명]","명","272","265","255","236","239","264",
"영양군","30 - 34세","여자인구수[명]","명","227","208","204","188","187","196",
"영양군","35 - 39세","남자인구수[명]","명","285","282","270","253","234","259",
"영양군","35 - 39세","여자인구수[명]","명","248","238","220","205","197","224",
"영양군","40 - 44세","남자인구수[명]","명","426","413","387","357","316","320",
"영양군","40 - 44세","여자인구수[명]","명","305","286","291","279","258","255",
"영양군","45 - 49세","남자인구수[명]","명","594","536","494","456","440","455",
"영양군","45 - 49세","여자인구수[명]","명","404","367","347","318","309","322",
"영양군","50 - 54세","남자인구수[명]","명","770","771","768","733","679","655",
"영양군","50 - 54세","여자인구수[명]","명","542","511","493","474","450","461",
"영양군","55 - 59세","남자인구수[명]","명","866","835","813","818","831","885",
"영양군","55 - 59세","여자인구수[명]","명","809","729","657","643","622","642",
"영양군","60 - 64세","남자인구수[명]","명","925","989","1035","1026","975","1010",
"영양군","60 - 64세","여자인구수[명]","명","932","948","938","924","885","912",
"영양군","65 - 69세","남자인구수[명]","명","796","848","855","878","945","990",
"영양군","65 - 69세","여자인구수[명]","명","803","826","864","886","918","956",
"영양군","70 - 74세","남자인구수[명]","명","607","623","663","667","657","735",
"영양군","70 - 74세","여자인구수[명]","명","677","682","721","716","726","809",
"영양군","75 - 79세","남자인구수[명]","명","556","504","445","460","505","525",
"영양군","75 - 79세","여자인구수[명]","명","844","774","664","628","604","626",
"영양군","80 - 84세","남자인구수[명]","명","413","433","467","459","416","383",
"영양군","80 - 84세","여자인구수[명]","명","735","745","785","800","778","725",
"영양군","85 - 89세","남자인구수[명]","명","146","159","174","199","218","230",
"영양군","85 - 89세","여자인구수[명]","명","421","435","473","497","515","532",
"영양군","90 - 94세","남자인구수[명]","명","49","54","51","40","48","54",
"영양군","90 - 94세","여자인구수[명]","명","156","169","176","183","206","209",
"영양군","95 - 99세","남자인구수[명]","명","12","9","11","11","7","11",
"영양군","95 - 99세","여자인구수[명]","명","35","36","44","49","47","51",
"영양군","100+","남자인구수[명]","명","7","2","1","2","1","0",
"영양군","100+","여자인구수[명]","명","21","11","12","11","10","14",
"영덕군","0 - 4세","남자인구수[명]","명","351","298","276","258","223","204",
"영덕군","0 - 4세","여자인구수[명]","명","407","327","284","244","209","190",
"영덕군","5 - 9세","남자인구수[명]","명","480","429","407","338","319","262",
"영덕군","5 - 9세","여자인구수[명]","명","437","404","412","375","322","299",
"영덕군","10 - 14세","남자인구수[명]","명","494","502","469","474","460","449",
"영덕군","10 - 14세","여자인구수[명]","명","495","472","448","438","432","401",
"영덕군","15 - 19세","남자인구수[명]","명","595","550","524","488","495","467",
"영덕군","15 - 19세","여자인구수[명]","명","533","506","495","460","441","420",
"영덕군","20 - 24세","남자인구수[명]","명","734","653","590","549","502","440",
"영덕군","20 - 24세","여자인구수[명]","명","549","492","439","377","326","295",
"영덕군","25 - 29세","남자인구수[명]","명","673","658","621","595","503","477",
"영덕군","25 - 29세","여자인구수[명]","명","469","429","422","438","394","377",
"영덕군","30 - 34세","남자인구수[명]","명","529","505","532","533","557","559",
"영덕군","30 - 34세","여자인구수[명]","명","478","433","435","426","406","389",
"영덕군","35 - 39세","남자인구수[명]","명","709","625","554","503","461","460",
"영덕군","35 - 39세","여자인구수[명]","명","690","594","548","501","445","419",
"영덕군","40 - 44세","남자인구수[명]","명","893","853","825","809","733","681",
"영덕군","40 - 44세","여자인구수[명]","명","771","770","705","707","719","664",
"영덕군","45 - 49세","남자인구수[명]","명","1258","1132","1046","926","878","865",
"영덕군","45 - 49세","여자인구수[명]","명","951","876","875","820","760","761",
"영덕군","50 - 54세","남자인구수[명]","명","1569","1572","1525","1486","1388","1294",
"영덕군","50 - 54세","여자인구수[명]","명","1240","1215","1182","1109","1031","985",
"영덕군","55 - 59세","남자인구수[명]","명","1705","1662","1641","1641","1673","1672",
"영덕군","55 - 59세","여자인구수[명]","명","1651","1543","1493","1475","1375","1344",
"영덕군","60 - 64세","남자인구수[명]","명","1902","1959","1951","1947","1891","1862",
"영덕군","60 - 64세","여자인구수[명]","명","2000","2012","1945","1927","1815","1744",
"영덕군","65 - 69세","남자인구수[명]","명","1635","1676","1740","1794","1873","1937",
"영덕군","65 - 69세","여자인구수[명]","명","1873","1893","1901","1893","1971","2007",
"영덕군","70 - 74세","남자인구수[명]","명","1291","1358","1389","1438","1438","1534",
"영덕군","70 - 74세","여자인구수[명]","명","1577","1639","1702","1684","1711","1797",
"영덕군","75 - 79세","남자인구수[명]","명","1089","1023","961","953","1042","1116",
"영덕군","75 - 79세","여자인구수[명]","명","1952","1750","1547","1482","1435","1474",
"영덕군","80 - 84세","남자인구수[명]","명","847","830","918","917","844","806",
"영덕군","80 - 84세","여자인구수[명]","명","1672","1710","1845","1861","1799","1640",
"영덕군","85 - 89세","남자인구수[명]","명","341","387","397","445","477","468",
"영덕군","85 - 89세","여자인구수[명]","명","920","999","1013","1100","1162","1174",
"영덕군","90 - 94세","남자인구수[명]","명","74","91","108","124","128","139",
"영덕군","90 - 94세","여자인구수[명]","명","342","377","382","400","448","500",
"영덕군","95 - 99세","남자인구수[명]","명","21","13","7","14","15","16",
"영덕군","95 - 99세","여자인구수[명]","명","86","81","83","91","93","98",
"영덕군","100+","남자인구수[명]","명","7","1","0","0","2","2",
"영덕군","100+","여자인구수[명]","명","23","15","13","15","14","10",
"청도군","0 - 4세","남자인구수[명]","명","343","297","285","275","244","229",
"청도군","0 - 4세","여자인구수[명]","명","310","286","266","266","240","245",
"청도군","5 - 9세","남자인구수[명]","명","436","425","386","362","324","286",
"청도군","5 - 9세","여자인구수[명]","명","437","404","360","334","300","248",
"청도군","10 - 14세","남자인구수[명]","명","542","511","499","493","469","444",
"청도군","10 - 14세","여자인구수[명]","명","524","530","481","476","457","443",
"청도군","15 - 19세","남자인구수[명]","명","613","626","606","593","548","560",
"청도군","15 - 19세","여자인구수[명]","명","575","566","586","563","554","536",
"청도군","20 - 24세","남자인구수[명]","명","885","794","736","638","551","453",
"청도군","20 - 24세","여자인구수[명]","명","607","562","521","461","395","344",
"청도군","25 - 29세","남자인구수[명]","명","824","711","681","640","587","541",
"청도군","25 - 29세","여자인구수[명]","명","549","515","497","490","451","404",
"청도군","30 - 34세","남자인구수[명]","명","670","650","629","618","577","590",
"청도군","30 - 34세","여자인구수[명]","명","525","509","511","501","460","477",
"청도군","35 - 39세","남자인구수[명]","명","805","745","680","640","630","584",
"청도군","35 - 39세","여자인구수[명]","명","777","671","567","538","505","488",
"청도군","40 - 44세","남자인구수[명]","명","1028","1016","1003","999","925","837",
"청도군","40 - 44세","여자인구수[명]","명","845","909","909","890","806","739",
"청도군","45 - 49세","남자인구수[명]","명","1462","1360","1290","1196","1135","1122",
"청도군","45 - 49세","여자인구수[명]","명","1104","998","926","843","836","834",
"청도군","50 - 54세","남자인구수[명]","명","1687","1691","1710","1618","1608","1526",
"청도군","50 - 54세","여자인구수[명]","명","1460","1482","1440","1391","1253","1182",
"청도군","55 - 59세","남자인구수[명]","명","2194","2075","1973","2034","1913","1896",
"청도군","55 - 59세","여자인구수[명]","명","1961","1843","1830","1807","1772","1646",
"청도군","60 - 64세","남자인구수[명]","명","2591","2726","2756","2765","2681","2567",
"청도군","60 - 64세","여자인구수[명]","명","2482","2545","2590","2543","2397","2246",
"청도군","65 - 69세","남자인구수[명]","명","2209","2354","2458","2531","2762","2911",
"청도군","65 - 69세","여자인구수[명]","명","2331","2338","2313","2364","2537","2640",
"청도군","70 - 74세","남자인구수[명]","명","1801","1901","2013","2064","2074","2190",
"청도군","70 - 74세","여자인구수[명]","명","1840","2028","2142","2220","2237","2337",
"청도군","75 - 79세","남자인구수[명]","명","1208","1170","1197","1302","1452","1597",
"청도군","75 - 79세","여자인구수[명]","명","1739","1575","1478","1450","1554","1747",
"청도군","80 - 84세","남자인구수[명]","명","923","931","981","1016","983","933",
"청도군","80 - 84세","여자인구수[명]","명","1749","1737","1786","1745","1625","1485",
"청도군","85 - 89세","남자인구수[명]","명","433","481","531","547","542","561",
"청도군","85 - 89세","여자인구수[명]","명","1175","1268","1259","1274","1306","1287",
"청도군","90 - 94세","남자인구수[명]","명","102","111","110","141","170","179",
"청도군","90 - 94세","여자인구수[명]","명","394","435","503","543","564","619",
"청도군","95 - 99세","남자인구수[명]","명","18","23","17","20","18","19",
"청도군","95 - 99세","여자인구수[명]","명","84","83","99","108","122","124",
"청도군","100+","남자인구수[명]","명","1","0","0","1","0","2",
"청도군","100+","여자인구수[명]","명","20","9","9","16","18","19",
"고령군","0 - 4세","남자인구수[명]","명","299","279","237","215","211","206",
"고령군","0 - 4세","여자인구수[명]","명","301","265","247","231","206","183",
"고령군","5 - 9세","남자인구수[명]","명","429","409","358","328","285","243",
"고령군","5 - 9세","여자인구수[명]","명","389","363","324","294","264","233",
"고령군","10 - 14세","남자인구수[명]","명","502","463","448","415","400","396",
"고령군","10 - 14세","여자인구수[명]","명","460","437","415","393","374","355",
"고령군","15 - 19세","남자인구수[명]","명","589","555","549","535","523","488",
"고령군","15 - 19세","여자인구수[명]","명","490","453","435","427","413","418",
"고령군","20 - 24세","남자인구수[명]","명","798","736","660","594","515","479",
"고령군","20 - 24세","여자인구수[명]","명","595","525","456","421","371","318",
"고령군","25 - 29세","남자인구수[명]","명","680","607","601","609","587","547",
"고령군","25 - 29세","여자인구수[명]","명","468","434","477","442","419","398",
"고령군","30 - 34세","남자인구수[명]","명","558","512","510","504","534","526",
"고령군","30 - 34세","여자인구수[명]","명","426","407","403","408","399","407",
"고령군","35 - 39세","남자인구수[명]","명","686","604","550","508","519","495",
"고령군","35 - 39세","여자인구수[명]","명","595","532","470","422","449","424",
