연도,key,산업용,산업용여름,주택용,주택용여름,일반용,일반용여름,제조업,제조업여름
2020,광주광역시 남구,34.2,8.5,326.3,83.4,298.5,79.3,12.0,2.7
2020,광주광역시 동구,30.6,7.7,163.0,42.6,354.7,94.1,8.0,1.9
2020,광주광역시 북구,722.1,196.1,643.6,167.9,711.3,187.1,663.0,180.3
2020,광주광역시 서구,296.5,78.2,462.1,116.2,758.6,199.1,184.1,49.7
2020,대구광역시 남구,10.8,2.7,218.1,55.8,303.0,80.9,6.0,1.5
2020,대구광역시 달서구,1973.0,465.8,836.2,212.7,858.5,231.7,1753.1,406.1
2020,대구광역시 달성군,2596.1,605.8,353.3,91.6,385.9,100.3,2422.2,561.6
2020,대구광역시 동구,125.6,31.9,503.8,126.4,726.3,195.7,82.9,20.5
2020,대구광역시 북구,695.1,161.1,632.8,162.8,760.4,204.6,587.0,133.1
2020,대구광역시 서구,359.9,89.3,238.0,59.8,286.1,73.7,224.5,50.5
2020,대구광역시 수성구,209.9,53.0,646.4,165.9,689.6,184.1,16.3,4.0
2020,대구광역시 중구,27.5,6.7,126.6,34.3,479.3,133.1,21.4,5.1
2020,대전광역시 대덕구,2050.9,525.8,241.3,59.2,362.3,91.9,1829.2,470.9
2020,대전광역시 동구,86.6,21.3,327.0,81.7,381.6,97.4,56.1,13.5
2020,대전광역시 서구,52.4,12.7,682.4,171.0,1011.7,265.2,20.0,4.7
2020,대전광역시 유성구,911.6,242.1,526.1,135.6,1241.7,337.9,365.5,93.8
2020,대전광역시 중구,32.6,8.2,333.7,84.1,508.5,133.3,19.1,4.7
2020,부산광역시 강서구,3296.6,814.2,208.8,53.2,445.0,117.9,3225.5,796.1
2020,부산광역시 금정구,248.2,61.6,349.6,86.8,374.7,99.5,109.9,26.3
2020,부산광역시 기장군,715.4,156.8,139.6,36.0,318.6,83.1,459.0,106.4
2020,부산광역시 남구,517.5,126.9,417.9,105.8,395.7,106.5,394.2,95.1
2020,부산광역시 동구,76.3,19.3,133.6,33.5,280.6,75.2,31.2,7.8
2020,부산광역시 동래구,95.8,25.1,397.1,99.2,405.2,110.3,10.3,2.6
2020,부산광역시 부산진구,254.9,67.3,557.5,141.9,784.8,216.1,30.0,7.3
2020,부산광역시 북구,109.2,29.1,405.5,103.0,324.9,87.0,14.4,3.7
2020,부산광역시 사상구,799.8,182.7,296.4,74.7,397.2,105.8,752.0,170.2
2020,부산광역시 사하구,1602.5,399.2,445.8,113.2,411.2,109.0,1482.3,367.7
2020,부산광역시 서구,165.3,45.3,158.2,39.0,230.6,62.2,142.0,39.2
2020,부산광역시 수영구,14.2,3.6,277.6,70.5,292.0,77.9,7.1,1.7
2020,부산광역시 연제구,63.7,17.0,316.8,79.8,366.3,100.2,13.1,3.2
2020,부산광역시 영도구,99.3,26.3,159.9,39.1,150.5,39.0,69.5,18.6
2020,부산광역시 중구,7.2,1.7,62.0,15.4,279.9,75.8,5.0,1.2
2020,부산광역시 해운대구,204.8,45.5,683.8,174.9,845.5,238.6,120.4,28.5
2020,서울특별시 강남구,247.6,56.6,932.3,258.0,3169.7,856.7,12.9,3.2
2020,서울특별시 강동구,168.5,44.2,628.9,167.4,698.2,188.7,22.2,4.9
2020,서울특별시 강북구,52.1,13.1,415.5,106.3,394.2,104.6,31.8,7.8
2020,서울특별시 강서구,312.5,77.3,828.0,216.1,1326.9,359.3,46.4,11.7
2020,서울특별시 관악구,37.8,9.5,677.5,176.9,740.8,198.6,21.7,5.3
2020,서울특별시 광진구,376.4,101.1,488.5,130.2,590.7,162.4,29.8,7.4
2020,서울특별시 구로구,347.2,84.9,608.1,157.4,787.5,209.3,99.8,24.1
2020,서울특별시 금천구,246.1,63.2,333.4,86.3,975.1,263.6,234.9,60.3
2020,서울특별시 노원구,70.8,18.3,691.4,178.0,582.0,157.8,32.6,8.4
2020,서울특별시 도봉구,55.0,14.0,438.5,112.3,331.0,88.0,41.3,10.4
2020,서울특별시 동대문구,166.6,43.4,523.1,136.5,598.6,159.3,71.6,17.9
2020,서울특별시 동작구,53.3,14.3,544.3,142.9,565.5,153.8,14.0,4.0
2020,서울특별시 마포구,174.0,55.3,599.4,160.4,1229.3,326.2,21.1,5.6
2020,서울특별시 서대문구,32.8,8.5,458.6,121.8,542.7,148.8,15.2,4.0
2020,서울특별시 서초구,441.7,118.3,713.0,193.0,1922.8,518.6,8.6,2.1
2020,서울특별시 성동구,881.7,227.3,454.4,117.8,701.2,187.6,221.4,55.5
2020,서울특별시 성북구,100.1,26.7,626.5,160.8,503.4,133.8,44.4,11.4
2020,서울특별시 송파구,209.8,55.6,967.9,254.9,1488.9,412.9,38.0,9.9
2020,서울특별시 양천구,45.5,10.9,652.4,169.5,947.3,247.1,16.8,3.8
2020,서울특별시 영등포구,228.2,59.1,617.6,164.0,1653.0,457.0,107.5,27.0
2020,서울특별시 용산구,103.2,26.6,426.8,115.3,729.2,198.3,16.3,4.2
2020,서울특별시 은평구,186.6,48.6,662.9,170.4,518.7,137.6,13.1,3.2
2020,서울특별시 종로구,70.5,18.3,268.7,72.0,1171.6,319.7,64.9,16.8
2020,서울특별시 중구,221.1,56.4,208.2,56.1,1713.3,475.1,201.5,51.4
2020,서울특별시 중랑구,69.5,17.1,536.3,139.7,445.5,118.1,53.6,13.1
2020,세종특별자치시 세종시,1843.0,464.3,566.8,140.6,718.0,191.5,1619.0,407.5
2020,울산광역시 남구,14358.2,3666.5,485.4,121.9,734.1,196.5,13390.8,3423.7
2020,울산광역시 동구,973.6,258.9,217.2,53.3,216.3,57.4,944.7,251.2
2020,울산광역시 북구,1687.5,433.8,315.0,79.2,308.8,82.4,1633.9,419.8
2020,울산광역시 울주군,12005.7,2692.9,324.2,80.1,437.3,111.2,11589.1,2621.1
2020,울산광역시 중구,27.2,7.0,318.4,78.4,320.2,86.1,11.3,2.9
2020,인천광역시 강화군,88.7,20.2,86.8,20.7,178.5,39.9,72.5,16.1
2020,인천광역시 계양구,376.1,93.3,406.1,103.4,428.3,112.0,211.4,51.6
2020,인천광역시 남동구,1985.0,464.4,791.7,202.1,891.0,234.4,1884.3,438.7
2020,인천광역시 동구,3322.1,836.7,87.9,22.2,107.3,26.2,3270.2,822.7
2020,인천광역시 미추홀구,418.4,99.8,590.3,150.2,601.8,152.4,329.6,77.5
2020,인천광역시 부평구,719.6,180.8,715.6,182.6,741.2,193.7,657.5,164.6
2020,인천광역시 서구,3651.6,888.6,814.4,208.1,1051.4,268.8,3244.5,790.9
2020,인천광역시 연수구,1015.7,261.3,655.1,175.7,706.9,191.9,569.4,156.6
2020,인천광역시 옹진군,49.9,15.4,26.3,6.5,108.2,25.0,27.9,10.9
2020,인천광역시 중구,923.0,235.5,222.2,56.7,1047.6,274.5,789.7,201.2
2020,전라남도 강진군,59.1,15.0,46.2,11.4,65.2,15.8,36.3,8.9
2020,전라남도 고흥군,72.4,17.8,89.8,22.1,106.0,25.9,40.6,9.6
2020,전라남도 곡성군,211.1,57.0,35.7,8.6,51.8,12.4,205.5,55.6
2020,전라남도 광양시,2748.6,575.6,210.8,54.9,272.0,70.7,2628.6,557.4
2020,전라남도 구례군,22.9,6.2,33.9,8.2,60.6,14.6,14.9,4.0
2020,전라남도 나주시,504.2,131.4,173.5,45.2,290.8,76.6,460.6,120.1
2020,전라남도 담양군,207.1,50.1,52.4,12.8,115.7,28.0,190.3,45.9
2020,전라남도 목포시,111.3,27.3,349.1,88.6,492.9,123.9,64.7,15.6
2020,전라남도 무안군,108.6,27.1,127.5,34.0,173.9,43.3,64.7,16.2
2020,전라남도 보성군,51.0,12.5,53.9,13.2,76.7,18.2,40.6,9.9
2020,전라남도 순천시,923.1,221.1,415.3,104.6,532.8,141.0,787.1,187.7
2020,전라남도 신안군,29.1,7.5,42.5,10.2,65.2,15.2,19.4,5.0
2020,전라남도 여수시,12615.7,3228.9,410.3,105.4,648.6,166.4,12147.6,3095.9
2020,전라남도 영광군,427.7,118.0,70.3,17.2,107.6,25.8,58.6,14.5
2020,전라남도 영암군,761.4,185.9,77.6,19.2,130.3,32.0,741.3,180.8
2020,전라남도 완도군,41.0,10.8,65.9,16.2,103.7,25.4,25.0,6.6
2020,전라남도 장성군,357.0,87.4,53.2,13.0,102.7,25.4,329.4,80.3
2020,전라남도 장흥군,64.6,16.5,50.1,12.3,69.1,16.6,41.4,10.5
2020,전라남도 진도군,22.3,5.5,42.3,10.3,64.7,16.2,14.3,3.4
2020,전라남도 함평군,83.6,19.4,38.3,9.3,53.4,12.9,71.5,16.3
2020,전라남도 해남군,96.1,23.7,91.3,22.5,137.9,33.5,79.6,19.7
2020,전라남도 화순군,129.8,35.2,81.3,20.0,147.8,37.7,116.7,31.8
2020,전북특별자치도 고창군,96.4,24.8,72.5,17.6,108.6,26.5,71.5,18.2
2020,전북특별자치도 군산시,4541.1,895.0,405.1,100.5,598.8,152.3,4416.8,864.4
2020,전북특별자치도 김제시,472.8,115.8,107.2,26.4,164.6,40.2,437.9,107.6
2020,전북특별자치도 남원시,155.3,39.5,109.4,26.8,161.0,38.9,119.4,30.6
2020,전북특별자치도 무주군,32.2,7.5,32.1,7.7,83.1,16.5,22.9,5.3
2020,전북특별자치도 부안군,121.2,31.7,67.3,16.7,130.9,32.3,91.7,24.0
2020,전북특별자치도 순창군,88.5,22.4,34.2,8.3,45.1,11.1,81.6,20.6
2020,전북특별자치도 완주군,1102.1,282.0,121.8,30.1,243.8,64.5,1013.4,258.9
2020,전북특별자치도 익산시,1713.8,436.9,403.0,100.3,504.7,126.8,1580.1,403.1
2020,전북특별자치도 임실군,106.8,24.3,31.6,7.5,57.0,13.8,95.6,21.4
2020,전북특별자치도 장수군,36.1,9.1,27.3,6.5,38.2,8.7,23.1,5.8
2020,전북특별자치도 전주시,1800.3,436.4,1012.7,254.8,1302.8,339.8,1635.8,394.2
2020,전북특별자치도 정읍시,935.8,232.3,151.6,37.0,195.8,48.3,837.9,206.6
2020,전북특별자치도 진안군,34.2,8.5,29.5,7.0,45.1,10.3,21.5,5.2
2020,제주특별자치도 서귀포시,172.5,44.8,258.7,69.1,686.1,187.1,55.4,13.1
2020,제주특별자치도 제주시,471.3,121.2,696.1,181.7,1370.7,366.1,216.0,57.4
2020,충청남도 계룡시,55.0,14.1,62.3,16.2,125.1,33.0,26.7,7.0
2020,충청남도 공주시,469.4,122.0,147.8,36.7,260.6,61.9,407.2,106.3
2020,충청남도 금산군,650.5,165.9,67.2,16.2,104.5,24.9,636.4,162.4
2020,충청남도 논산시,585.1,147.3,164.3,40.4,255.9,63.0,514.8,129.7
2020,충청남도 당진시,9304.6,2540.4,265.4,67.7,344.0,85.4,9129.4,2495.7
2020,충청남도 보령시,580.5,137.4,145.4,36.5,274.4,68.1,379.2,89.2
2020,충청남도 부여군,143.5,36.5,88.0,21.3,109.3,26.8,121.1,31.5
2020,충청남도 서산시,7203.6,1859.4,274.3,69.1,416.5,103.6,6931.2,1780.7
2020,충청남도 서천군,650.2,148.1,73.6,18.0,118.7,29.0,594.7,135.3
2020,충청남도 아산시,12725.6,3238.3,478.1,121.5,604.6,151.4,12348.9,3141.3
2020,충청남도 예산군,694.2,166.1,112.4,27.3,165.3,40.0,665.4,158.8
2020,충청남도 천안시,4890.6,1235.1,990.4,247.8,1347.8,345.0,4730.5,1195.1
2020,충청남도 청양군,127.7,32.6,39.9,9.5,51.2,11.6,116.7,29.9
2020,충청남도 태안군,273.4,95.6,85.8,20.9,200.0,49.7,19.8,4.7
2020,충청남도 홍성군,271.9,65.8,155.0,38.4,205.9,51.4,233.5,55.8
2020,충청북도 괴산군,199.7,47.1,51.2,12.4,101.6,25.2,187.7,44.2
2020,충청북도 단양군,1506.2,338.5,39.8,9.5,76.0,17.6,1473.6,330.6
2020,충청북도 보은군,155.2,37.6,43.7,10.4,73.0,16.5,141.4,34.2
2020,충청북도 영동군,150.6,33.7,62.9,15.0,83.6,19.4,123.2,27.2
2020,충청북도 옥천군,331.6,79.8,66.3,15.8,100.0,23.3,173.8,40.1
2020,충청북도 음성군,2325.1,579.5,143.9,35.6,263.1,63.6,2269.0,565.6
2020,충청북도 제천시,837.6,194.3,190.6,45.9,266.8,63.6,766.5,176.8
2020,충청북도 증평군,416.0,109.1,54.3,13.6,77.4,18.6,378.9,99.7
2020,충청북도 진천군,2163.1,548.4,129.3,32.4,231.2,57.2,2132.1,540.7
2020,충청북도 청주시,9182.3,2406.7,1272.1,321.3,1732.4,450.6,8681.2,2282.9
2020,충청북도 충주시,1369.2,335.5,318.0,78.5,487.1,119.4,1246.2,304.7
2020,황해북도 개성시,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021,강원특별자치도 강릉시,778.0,199.5,332.4,87.0,605.4,156.6,666.3,172.9
2021,강원특별자치도 고성군,55.7,14.5,41.8,10.8,156.7,39.1,33.1,8.8
2021,강원특별자치도 동해시,1843.1,471.9,139.0,36.3,214.3,55.2,1758.7,453.3
2021,강원특별자치도 삼척시,1112.1,270.6,96.6,24.5,167.6,43.3,866.3,214.7
2021,강원특별자치도 속초시,68.5,17.8,136.0,35.6,358.5,110.5,46.7,12.2
2021,강원특별자치도 양구군,19.7,4.8,29.9,7.6,84.1,19.9,7.1,1.8
2021,강원특별자치도 양양군,46.4,11.7,46.9,12.0,147.7,37.2,30.1,7.5
2021,강원특별자치도 영월군,903.8,231.1,56.9,14.3,90.5,22.0,843.9,216.3
2021,강원특별자치도 원주시,799.1,200.0,576.1,151.9,827.1,212.5,697.8,174.7
2021,강원특별자치도 인제군,40.5,9.8,47.1,11.7,154.4,36.8,14.3,3.6
2021,강원특별자치도 정선군,242.3,60.3,54.9,13.2,192.6,46.1,218.1,54.5
2021,강원특별자치도 철원군,61.5,14.8,58.9,15.2,168.4,40.6,34.6,8.1
2021,강원특별자치도 춘천시,236.1,61.8,448.5,121.2,834.7,217.5,133.7,36.5
2021,강원특별자치도 태백시,101.4,24.5,60.7,14.1,98.4,22.6,25.4,5.8
2021,강원특별자치도 평창군,88.1,21.7,69.6,16.7,242.0,53.6,42.8,10.7
2021,강원특별자치도 홍천군,127.0,34.0,101.5,26.2,260.8,66.8,98.4,26.8
2021,강원특별자치도 화천군,24.5,5.8,33.9,8.7,126.8,30.8,6.2,1.5
2021,강원특별자치도 횡성군,253.2,66.0,69.9,17.7,127.8,31.4,211.8,55.6
2021,경기도 가평군,89.5,21.4,92.8,24.3,361.7,85.4,48.2,11.4
2021,경기도 고양시,768.7,190.7,1597.0,457.0,2107.8,552.6,352.7,82.4
2021,경기도 과천시,45.4,12.1,110.2,31.9,206.6,54.0,1.9,0.5
2021,경기도 광명시,269.2,70.1,376.3,107.2,400.8,108.6,227.5,59.2
2021,경기도 광주시,1151.2,273.0,592.9,163.7,768.5,193.3,991.8,232.3
2021,경기도 구리시,119.5,29.8,291.5,83.5,375.9,102.0,33.9,8.3
2021,경기도 군포시,637.6,161.6,401.6,111.2,435.4,116.2,408.0,103.8
2021,경기도 김포시,2223.8,514.5,802.4,220.9,1031.2,275.4,2109.4,485.3
2021,경기도 남양주시,926.0,228.5,1120.9,307.7,1140.6,293.8,541.4,128.1
2021,경기도 동두천시,251.0,62.6,140.9,38.8,231.0,60.9,178.5,44.4
2021,경기도 부천시,1562.4,401.1,1248.6,358.1,1342.1,365.5,1390.6,359.4
2021,경기도 성남시,897.1,248.4,1495.8,431.5,2791.8,777.9,388.0,109.3
2021,경기도 수원시,730.3,191.4,1886.1,543.1,3043.2,841.4,594.2,156.7
2021,경기도 시흥시,2925.7,721.8,847.1,242.5,925.9,247.6,2780.6,686.0
2021,경기도 안산시,5801.7,1498.9,1026.9,295.0,1164.9,311.6,5538.1,1433.7
2021,경기도 안성시,1988.9,512.0,301.5,83.2,630.5,163.3,1920.3,493.9
2021,경기도 안양시,482.8,125.4,829.8,233.8,1473.4,402.1,351.4,91.9
2021,경기도 양주시,1193.0,277.7,347.1,99.2,548.8,133.6,1096.2,254.1
2021,경기도 양평군,117.9,28.5,185.3,48.4,302.5,71.0,28.1,6.7
2021,경기도 여주시,507.0,124.4,165.9,44.6,365.9,93.5,457.1,111.8
2021,경기도 연천군,200.9,49.0,60.8,16.2,165.6,40.4,144.1,34.6
2021,경기도 오산시,574.8,149.7,376.6,107.6,440.8,118.8,516.7,135.4
2021,경기도 용인시,5715.7,1486.9,1703.2,472.6,2756.8,735.3,4702.7,1233.5
2021,경기도 의왕시,145.0,36.5,247.5,68.3,376.4,97.9,111.0,27.8
2021,경기도 의정부시,255.6,63.6,705.6,195.7,728.5,195.0,60.1,14.7
2021,경기도 이천시,6619.1,1455.0,334.5,93.1,811.9,210.8,6526.2,1431.1
2021,경기도 파주시,7003.1,1820.3,736.2,206.9,1134.5,290.3,6800.7,1769.6
2021,경기도 평택시,11928.5,3153.3,963.6,273.3,1632.7,449.3,11087.0,2947.9
2021,경기도 포천시,1628.0,376.0,210.2,55.6,529.1,129.4,1509.2,348.5
2021,경기도 하남시,551.1,141.9,528.1,155.8,662.4,181.2,99.7,24.7
2021,경기도 화성시,15965.7,4080.5,1481.2,419.0,2516.7,671.1,15676.0,4002.3
2021,경상남도 거제시,1025.6,288.1,386.1,103.3,452.7,124.3,949.7,268.2
2021,경상남도 거창군,130.0,34.4,84.5,21.5,119.8,28.9,112.9,30.0
2021,경상남도 고성군,483.7,107.3,71.8,18.3,107.3,26.4,183.8,48.7
2021,경상남도 김해시,3275.8,798.5,814.5,228.0,1005.6,275.1,3017.2,731.1
2021,경상남도 남해군,20.3,4.9,54.6,14.0,108.2,27.6,6.6,1.3
2021,경상남도 밀양시,565.5,141.1,152.6,40.3,213.5,54.2,502.0,125.3
2021,경상남도 사천시,881.0,226.9,163.9,44.1,245.5,63.8,819.4,210.8
2021,경상남도 산청군,89.6,23.7,43.7,10.9,71.6,17.6,75.0,19.9
2021,경상남도 양산시,2453.6,630.5,551.4,151.1,674.5,183.1,2115.0,536.9
2021,경상남도 의령군,191.6,47.9,35.5,9.0,57.7,13.8,179.4,44.8
2021,경상남도 진주시,938.4,232.5,549.8,149.4,695.8,187.6,838.1,206.0
2021,경상남도 창녕군,530.6,137.1,83.4,21.5,135.1,34.3,510.1,131.7
2021,경상남도 창원시,6398.5,1626.6,1579.8,439.9,2055.4,561.3,6115.4,1552.5
2021,경상남도 통영시,307.6,68.6,194.2,52.0,316.6,83.0,94.9,22.6
2021,경상남도 하동군,114.5,24.0,55.4,14.1,84.4,20.9,40.4,10.2
2021,경상남도 함안군,2457.9,632.7,89.8,23.5,135.8,35.9,2360.7,608.2
2021,경상남도 함양군,57.1,14.1,53.1,13.4,70.1,16.9,43.3,10.7
2021,경상남도 합천군,75.5,18.8,56.9,14.2,97.5,23.2,55.4,13.8
2021,경상북도 경산시,1570.4,392.7,420.9,113.3,486.1,128.8,1505.2,375.7
2021,경상북도 경주시,2630.8,648.0,401.9,107.0,679.3,178.8,1836.2,441.3
2021,경상북도 고령군,1099.5,265.7,39.6,10.2,70.2,17.8,1070.2,258.3
2021,경상북도 구미시,8204.8,2069.3,617.9,169.9,723.2,192.8,7826.5,1971.8
2021,경상북도 군위군,153.5,37.2,27.8,6.9,55.3,13.3,143.7,34.8
2021,경상북도 김천시,1615.4,411.2,202.5,53.4,294.6,76.0,1440.7,368.5
2021,경상북도 문경시,193.5,46.0,96.9,24.8,155.2,37.8,161.3,38.0
2021,경상북도 봉화군,1646.7,383.3,41.7,10.2,53.7,12.1,1627.6,378.8
2021,경상북도 상주시,155.7,39.7,133.6,34.3,171.8,42.4,128.3,32.8
2021,경상북도 성주군,783.7,189.0,51.0,13.1,95.8,23.6,768.1,185.1
2021,경상북도 안동시,291.0,76.2,236.4,61.5,369.6,92.6,191.2,50.3
2021,경상북도 영덕군,52.5,13.1,48.1,12.2,123.9,31.3,31.3,7.9
2021,경상북도 영양군,11.9,3.1,22.8,5.6,29.8,6.8,3.4,0.7
2021,경상북도 영주시,1131.6,282.9,149.0,38.6,205.5,50.4,1098.3,275.1
2021,경상북도 영천시,975.7,239.0,138.9,35.9,198.3,49.8,941.8,230.5
2021,경상북도 예천군,49.5,12.1,89.2,23.7,101.0,25.1,33.2,7.9
2021,경상북도 울릉군,7.4,1.9,10.0,2.6,41.3,10.7,2.1,0.6
2021,경상북도 울진군,391.5,156.6,81.0,20.7,147.7,36.6,22.3,5.3
2021,경상북도 의성군,80.9,18.8,67.8,16.9,82.9,19.8,65.9,15.0
2021,경상북도 청도군,93.5,22.6,55.8,14.1,93.5,23.0,80.4,19.4
2021,경상북도 청송군,18.9,4.5,34.1,8.3,60.9,14.3,8.2,1.9
2021,경상북도 칠곡군,1391.7,346.9,165.5,45.0,312.5,77.5,1289.0,320.3
2021,경상북도 포항시,7826.5,1865.2,761.7,208.6,1043.9,273.3,7675.0,1826.9
2021,광주광역시 광산구,2064.6,523.9,635.2,175.2,791.1,216.4,1959.3,497.5
2021,광주광역시 남구,36.1,9.1,334.9,91.6,309.8,84.9,11.8,2.7
2021,광주광역시 동구,33.4,8.7,174.6,47.9,364.6,99.7,8.1,2.0
2021,광주광역시 북구,735.8,199.5,660.0,183.1,737.8,201.1,672.1,182.3
2021,광주광역시 서구,310.0,82.5,468.0,128.0,781.7,211.6,193.4,52.5
2021,대구광역시 남구,11.1,2.8,219.7,60.3,315.8,85.6,6.1,1.5
2021,대구광역시 달서구,2063.7,520.3,834.1,229.0,880.4,240.1,1842.0,459.1
2021,대구광역시 달성군,2895.6,735.0,371.5,101.9,387.4,98.7,2712.7,688.3
2021,대구광역시 동구,130.3,32.7,516.6,139.3,764.4,206.7,89.0,22.4
2021,대구광역시 북구,724.5,178.9,647.8,177.8,794.9,215.2,609.2,148.7
2021,대구광역시 서구,368.0,98.9,235.0,63.7,294.6,77.7,228.0,55.4
2021,대구광역시 수성구,214.3,54.3,654.3,179.3,721.4,193.5,16.2,4.0
2021,대구광역시 중구,26.8,6.6,130.1,36.6,489.1,134.9,20.7,5.0
2021,대전광역시 대덕구,2075.6,541.8,254.5,68.9,376.8,99.2,1851.4,485.1
2021,대전광역시 동구,88.9,21.9,339.4,92.7,395.1,104.7,58.2,14.1
2021,대전광역시 서구,52.0,12.7,708.6,196.7,1034.8,281.0,20.1,4.8
2021,대전광역시 유성구,960.0,267.5,549.3,155.1,1342.9,369.2,419.6,115.3
2021,대전광역시 중구,32.5,8.3,338.6,93.4,514.8,139.5,19.0,4.8
2021,부산광역시 강서구,3442.9,887.2,234.9,65.9,536.3,146.8,3370.8,868.7
2021,부산광역시 금정구,252.4,64.0,351.4,93.7,379.5,102.3,113.2,28.4
2021,부산광역시 기장군,626.7,163.0,153.2,42.1,353.7,94.7,499.7,123.2
2021,부산광역시 남구,540.2,138.5,423.0,115.4,410.6,113.5,415.3,105.9
2021,부산광역시 동구,78.6,20.2,137.1,37.0,284.1,77.8,30.1,7.4
2021,부산광역시 동래구,96.4,25.5,409.5,110.1,411.0,113.1,10.2,2.6
2021,부산광역시 부산진구,251.6,66.2,577.3,157.5,784.7,214.2,29.1,7.2
2021,부산광역시 북구,110.2,29.2,414.1,112.3,327.4,89.5,14.8,3.9
2021,부산광역시 사상구,823.3,201.8,299.5,81.3,409.9,112.1,780.6,190.7
2021,부산광역시 사하구,1604.8,412.8,452.3,123.6,415.3,113.1,1494.8,383.6
2021,부산광역시 서구,177.6,49.4,164.1,43.8,237.0,65.6,152.6,42.9
2021,부산광역시 수영구,14.0,3.5,287.1,79.1,307.1,85.3,6.9,1.6
2021,부산광역시 연제구,65.3,17.5,323.5,87.8,382.4,106.1,13.1,3.2
2021,부산광역시 영도구,114.5,30.7,164.1,43.3,155.3,42.1,83.7,22.5
2021,부산광역시 중구,7.0,1.7,64.5,17.5,275.0,77.1,5.0,1.2
2021,부산광역시 해운대구,227.3,53.3,696.4,192.3,873.3,248.4,142.4,36.2
2021,서울특별시 강남구,273.6,62.4,982.3,296.7,3257.9,895.1,12.1,3.0
2021,서울특별시 강동구,171.4,45.2,678.9,198.2,724.2,199.8,22.1,5.5
2021,서울특별시 강북구,52.5,13.3,428.5,121.5,396.1,108.1,32.4,8.2
2021,서울특별시 강서구,327.4,82.9,868.6,251.4,1392.8,386.8,45.5,12.1
2021,서울특별시 관악구,38.2,9.9,702.9,203.5,740.9,204.4,21.5,5.6
2021,서울특별시 광진구,364.6,100.1,511.1,151.4,595.3,167.6,30.0,7.8
2021,서울특별시 구로구,341.2,85.1,636.4,183.0,814.4,225.2,100.9,25.3
2021,서울특별시 금천구,240.6,64.4,356.1,102.7,1015.8,282.3,228.6,61.2
2021,서울특별시 노원구,71.2,18.6,709.4,201.1,593.1,162.4,33.6,9.0
2021,서울특별시 도봉구,56.4,14.9,451.1,128.1,334.7,91.5,42.9,11.4
2021,서울특별시 동대문구,171.2,45.5,548.5,158.4,605.5,164.7,76.0,19.7
2021,서울특별시 동작구,56.7,15.4,569.1,166.3,563.0,156.9,15.1,4.4
2021,서울특별시 마포구,167.6,53.1,630.5,186.4,1258.3,342.0,20.5,5.5
2021,서울특별시 서대문구,32.4,8.4,477.5,139.1,549.2,153.6,14.9,3.9
2021,서울특별시 서초구,431.0,116.2,747.8,223.6,1950.6,530.7,8.0,1.9
2021,서울특별시 성동구,904.3,241.2,473.0,136.9,738.3,203.3,225.8,58.9
2021,서울특별시 성북구,103.1,27.9,655.7,186.2,516.5,139.9,45.3,11.8
2021,서울특별시 송파구,212.7,57.1,1016.0,295.8,1524.8,427.8,37.9,10.2
2021,서울특별시 양천구,51.3,12.6,684.6,196.8,1000.0,265.7,17.0,4.1
2021,서울특별시 영등포구,230.4,60.9,662.0,194.3,1713.6,481.3,108.6,28.4
2021,서울특별시 용산구,107.6,28.4,450.7,135.1,783.7,218.8,16.4,4.2
2021,서울특별시 은평구,189.7,50.8,700.8,199.5,528.8,144.0,13.3,3.4
2021,서울특별시 종로구,73.3,19.1,275.9,80.3,1176.6,325.6,67.6,17.7
2021,서울특별시 중구,224.4,58.6,218.7,64.8,1690.7,477.7,204.9,53.3
2021,서울특별시 중랑구,71.3,18.1,563.0,162.1,455.0,124.2,55.4,14.1
2021,세종특별자치시 세종시,1963.4,506.9,620.7,168.7,1429.3,215.7,1725.1,445.8
2021,울산광역시 남구,14905.6,3896.1,489.9,133.6,737.0,201.1,13933.9,3647.5
2021,울산광역시 동구,972.4,259.9,222.3,59.7,223.4,61.2,943.5,252.3
2021,울산광역시 북구,1707.9,457.0,324.9,87.4,324.5,88.0,1654.1,443.1
2021,울산광역시 울주군,11775.0,2746.2,332.7,87.9,453.9,117.7,11303.3,2612.0
2021,울산광역시 중구,29.7,7.8,320.8,85.8,322.6,87.9,11.4,3.0
2021,인천광역시 강화군,113.9,28.2,92.0,23.7,188.8,44.0,97.1,23.9
2021,인천광역시 계양구,394.5,101.4,428.4,121.8,437.3,118.5,228.2,56.4
2021,인천광역시 남동구,2078.7,512.0,828.3,234.8,925.5,252.7,1972.0,485.1
2021,인천광역시 동구,3506.9,964.8,92.2,25.9,111.5,28.5,3451.3,950.6
2021,인천광역시 미추홀구,417.4,104.8,633.8,180.4,624.1,166.5,326.4,81.4
2021,인천광역시 부평구,706.2,184.8,748.5,213.4,775.0,210.4,648.1,169.4
2021,인천광역시 서구,3735.1,935.0,881.9,249.2,1131.7,298.0,3350.5,837.7
2021,인천광역시 연수구,1119.3,293.4,717.5,212.5,783.3,221.7,641.7,180.2
2021,인천광역시 옹진군,58.3,14.9,28.0,7.2,117.1,28.1,33.4,9.4
2021,인천광역시 중구,997.6,257.7,243.6,67.9,1102.4,300.3,858.8,220.8
2021,전라남도 강진군,64.0,16.3,47.1,12.1,69.1,17.2,40.0,10.1
2021,전라남도 고흥군,81.4,21.1,91.5,23.6,111.2,28.0,48.5,12.2
