SN,IOEP_BGNG_DT,IOEP_END_DT,IOEP_LAK,LAK_0,PWRTRNSMSSN_LAK,NDMS,IOEP_RGN_ZIP,CRT_DT,MDFCN_DT
13469,2024/04/26 14:10:00,2024/04/26 14:12:00,3200,3200,0,0.0,05698,2024/04/26 14:13:41,
13519,2024/04/29 10:30:00,2024/04/29 10:30:00,3200,3200,0,0.0,26132,2024/04/29 10:36:45,
13520,2024/04/29 11:00:00,2024/04/29 10:51:00,3200,1600,1600,50.0,24636,2024/04/29 10:52:45,
13521,2024/04/29 10:30:00,2024/04/29 10:52:00,1000,0,1000,100,26228,2024/04/29 10:52:45,2024/04/29 10:52:30
13612,2024/04/29 15:50:00,2024/04/29 15:50:00,3200,3200,0,0.0,03328,2024/04/29 15:51:46,
13613,2024/04/29 05:00:00,2024/04/29 16:20:00,3200,3200,0,0.0,54419,2024/04/29 16:32:46,
13614,2024/04/30 14:24:00,2024/04/30 10:45:00,3200,3200,0,0.0,16455,2024/04/30 10:47:27,
13615,2024/04/30 14:15:00,2024/04/30 10:44:00,3200,3200,0,0.0,13533,2024/04/30 10:47:27,
13616,2024/04/30 14:20:00,2024/04/30 10:44:00,3200,3200,0,0.0,15820,2024/04/30 10:47:27,
13617,2024/04/30 14:23:00,2024/04/30 10:46:00,3200,3200,0,0.0,16977,2024/04/30 10:50:27,
13618,2024/04/30 15:00:00,2024/04/30 10:45:00,3200,3200,0,0.0,18624,2024/04/30 10:50:27,
13619,2024/04/30 14:00:00,2024/04/30 10:45:00,3200,3200,0,0.0,15874,2024/04/30 10:50:27,
13620,2024/04/30 14:30:00,2024/04/30 10:47:00,3200,3200,0,0.0,14340,2024/04/30 10:50:27,
13621,2024/04/30 14:25:00,2024/04/30 10:47:00,3200,3200,0,0.0,15358,2024/04/30 10:50:27,
13624,2024/04/30 14:06:00,2024/04/30 14:31:00,3200,1600,1600,50.0,14103,2024/04/30 11:04:27,
13625,2024/04/30 14:00:00,2024/04/30 11:08:00,3200,0,3200,100.0,15358,2024/04/30 11:09:27,
13626,2024/04/30 14:00:00,2024/04/30 11:06:00,3200,1600,1600,50.0,14103,2024/04/30 11:09:27,
13627,2024/04/30 14:00:00,2024/04/30 15:15:00,3200,1600,1600,50.0,15358,2024/04/30 11:12:27,
13644,2024/04/30 14:00:00,2024/04/30 15:01:00,3200,3200,0,0.0,04705,2024/04/30 15:04:27,
13645,2024/04/30 15:29:00,2024/04/30 15:29:00,3200,3200,0,0.0,02873,2024/04/30 15:31:48,
13646,2024/04/30 15:40:00,2024/04/30 15:45:00,3200,3200,0,0.0,61046,2024/04/30 15:48:27,
13647,2024/04/30 16:10:00,2024/04/30 16:08:00,3200,3200,0,0.0,61046,2024/04/30 16:11:47,
13648,2024/04/30 16:20:00,2024/04/30 16:21:00,3200,3200,0,0.0,04075,2024/04/30 16:23:27,
13650,2024/05/01 09:00:00,2024/05/01 18:50:00,3200,3200,0,0.0,54058,2024/05/01 18:53:09,
13651,2024/05/01 01:00:00,2024/05/01 19:03:00,3200,3200,0,0.0,54058,2024/05/01 19:04:50,
13670,2024/05/02 10:31:00,2024/05/02 10:30:00,3200,3200,0,0.0,04969,2024/05/02 10:33:50,
13671,2024/05/02 10:30:00,2024/05/02 10:39:00,3200,3200,0,0.0,14483,2024/05/02 10:40:50,
13681,2024/05/02 14:45:00,2024/05/02 14:46:00,3200,3200,0,0.0,05698,2024/05/02 14:48:32,
13682,2024/05/02 14:46:00,2024/05/02 14:46:00,3200,0,3200,100.0,04704,2024/05/02 14:48:32,
13683,2024/05/02 15:17:00,2024/05/02 15:17:00,3200,3200,0,0.0,01117,2024/05/02 15:18:31,
13694,2024/05/03 09:56:00,2024/05/03 09:55:00,3200,3200,0,0.0,21329,2024/05/03 09:56:32,
13695,2024/05/03 09:57:00,2024/05/03 09:57:00,3200,3200,0,0.0,22153,2024/05/03 09:59:52,
13696,2024/05/03 10:42:00,2024/05/03 10:41:00,3200,3200,0,0.0,04967,2024/05/03 10:43:31,
13697,2024/05/03 11:00:00,2024/05/03 11:12:00,3200,3200,0,0.0,12983,2024/05/03 11:14:31,
13700,2024/05/07 10:10:00,2024/05/07 10:13:00,3200,3200,0,0.0,25903,2024/05/07 10:16:39,
13701,2024/05/07 09:00:00,2024/05/07 10:14:00,3200,3200,0,0.0,24464,2024/05/07 10:16:39,
13702,2024/05/07 10:00:00,2024/05/07 10:15:00,3200,3200,0,0.0,26008,2024/05/07 10:19:58,
13703,2024/05/07 10:00:00,2024/05/07 10:15:00,3200,3200,0,0.0,24904,2024/05/07 10:19:58,
13704,2024/05/07 10:00:00,2024/05/07 11:00:00,3200,3200,0,0.0,24904,2024/05/07 10:19:58,
13767,2024/05/07 10:08:00,2024/05/07 10:59:00,3200,3200,0,0.0,12774,2024/05/07 11:02:59,
13768,2024/05/07 00:00:00,2024/05/07 10:58:00,1600,1600,0,0.0,59018,2024/05/07 11:06:59,
13769,2024/05/07 00:00:00,2024/05/07 10:59:00,1600,1600,0,0.0,59018,2024/05/07 11:09:59,
13770,2024/05/07 10:00:00,2024/05/07 11:06:00,3200,0,3200,100.0,24902,2024/05/07 11:12:59,
13771,2024/05/07 11:11:00,2024/05/07 11:12:00,3200,3200,0,0.0,05665,2024/05/07 11:15:59,
13772,2024/05/07 11:10:00,2024/05/07 11:14:00,3200,3200,0,0.0,63116,2024/05/07 11:15:59,
13773,2024/05/07 11:00:00,2024/05/07 11:14:00,3200,3200,0,0.0,63139,2024/05/07 11:18:59,
13774,2024/05/07 11:10:00,2024/05/07 11:17:00,3200,3200,0,0.0,63579,2024/05/07 11:18:59,
13775,2024/05/07 10:00:00,2024/05/07 11:31:00,3200,1600,1600,50,24727,2024/05/07 11:31:39,2024/05/07 11:31:15
13834,2024/05/07 14:21:00,2024/05/07 14:20:00,3200,3200,0,0.0,50148,2024/05/07 14:24:38,
13835,2024/05/07 14:02:00,2024/05/07 14:19:00,3200,1600,1600,50.0,53011,2024/05/07 14:24:38,
13836,2024/05/07 14:19:00,2024/05/07 14:19:00,3200,3200,0,0.0,34002,2024/05/07 14:24:38,
13837,2024/05/07 14:20:00,2024/05/07 14:20:00,3200,3200,0,0.0,33142,2024/05/07 14:24:38,
13838,2024/05/07 14:00:00,2024/05/07 14:22:00,3200,3200,0,0.0,35320,2024/05/07 14:24:38,
13841,2024/05/07 14:00:00,2024/05/07 14:22:00,3200,3200,0,0,吏???????,2024/05/07 14:24:38,2024/05/07 14:24:05
13846,2024/05/07 14:22:00,2024/05/07 14:22:00,3200,3200,0,0.0,52137,2024/05/07 14:24:38,
13847,2024/05/07 13:00:00,2024/05/07 14:22:00,3200,3200,0,0.0,吏???????,2024/05/07 14:24:38,
13848,2024/05/07 14:00:00,2024/05/07 14:24:00,3200,3200,0,0.0,31908,2024/05/07 14:24:38,
13850,2024/05/07 14:22:00,2024/05/07 14:22:00,3200,3200,0,0.0,31962,2024/05/07 14:24:38,
13852,2024/05/07 14:23:00,2024/05/07 14:23:00,3200,3200,0,0.0,吏???????,2024/05/07 14:27:38,
13853,2024/05/07 14:18:00,2024/05/07 19:01:00,3200,3200,0,0.0,52017,2024/05/07 14:27:38,
13855,2024/05/07 14:20:00,2024/05/07 14:24:00,3200,3200,0,0.0,吏???????,2024/05/07 14:27:38,
13856,2024/05/07 14:00:00,2024/05/07 14:26:00,3200,3200,0,0.0,吏???????,2024/05/07 14:27:38,
13857,2024/05/07 14:25:00,2024/05/07 14:25:00,1005,1005,0,0.0,吏???????,2024/05/07 14:27:38,
13858,2024/05/07 14:09:00,2024/05/07 14:26:00,1209,1209,0,0.0,32596,2024/05/07 14:30:38,
13859,2024/05/07 14:20:00,2024/05/07 14:26:00,3200,3200,0,0.0,31768,2024/05/07 14:30:38,
13860,2024/05/07 14:25:00,2024/05/07 14:27:00,3200,3200,0,0.0,32144,2024/05/07 14:30:38,
13861,2024/05/07 14:00:00,2024/05/07 14:27:00,3200,3200,0,0.0,吏???????,2024/05/07 14:30:38,
13862,2024/05/07 15:00:00,2024/05/07 14:29:00,3200,3200,0,0.0,吏???????,2024/05/07 14:30:38,
13863,2024/05/07 14:10:00,2024/05/07 14:30:00,3200,1600,1600,50.0,33475,2024/05/07 14:33:38,
13864,2024/05/07 14:00:00,2024/05/07 14:32:00,1600,800,800,50,31908,2024/05/07 14:33:38,2024/05/07 14:33:15
13865,2024/05/07 14:00:00,2024/05/07 14:31:00,1600,1600,0,0.0,52025,2024/05/07 14:33:38,
13866,2024/05/07 14:30:00,2024/05/07 14:31:00,3200,3200,0,0.0,52537,2024/05/07 14:33:38,
13868,2024/05/07 14:20:00,2024/05/07 14:34:00,3200,3200,0,0.0,34177,2024/05/07 14:36:38,
13869,2024/05/07 14:00:00,2024/05/07 14:34:00,3200,1600,1600,50.0,吏???????,2024/05/07 14:36:38,
13870,2024/05/07 14:10:00,2024/05/07 14:35:00,3200,0,3200,100.0,33475,2024/05/07 14:36:38,
13871,2024/05/07 14:00:00,2024/05/07 14:37:00,3200,1600,1600,50.0,吏???????,2024/05/07 14:36:38,
13872,2024/05/07 14:00:00,2024/05/07 14:36:00,3200,1600,1600,50,31772,2024/05/07 14:39:38,2024/05/07 14:39:23
13873,2024/05/07 14:00:00,2024/05/07 14:36:00,3200,1600,1600,50.0,吏???????,2024/05/07 14:39:38,
13874,2024/05/07 14:00:00,2024/05/07 14:37:00,3200,1600,1600,50.0,31772,2024/05/07 14:39:38,
13875,2024/05/07 14:39:00,2024/05/07 14:38:00,3200,3200,0,0.0,吏???????,2024/05/07 14:39:38,
13876,2024/05/07 14:00:00,2024/05/07 14:40:00,3200,0,3200,100.0,吏???????,2024/05/07 14:42:38,
13877,2024/05/07 14:39:00,2024/05/07 14:38:00,3200,3200,0,0.0,56014,2024/05/07 14:42:38,
13878,2024/05/07 14:10:00,2024/05/07 15:39:00,3200,3200,0,0.0,12663,2024/05/07 14:42:38,
13879,2024/05/07 14:00:00,2024/05/07 14:40:00,3200,3200,0,0.0,31772,2024/05/07 14:42:38,
13880,2024/05/07 14:47:00,2024/05/07 14:38:00,3200,3200,0,0.0,16631,2024/05/07 14:42:38,
13881,2024/05/07 14:00:00,2024/05/07 14:39:00,3200,3200,0,0,31164,2024/05/07 14:42:38,2024/05/07 14:42:15
13882,2024/05/07 04:00:00,2024/05/07 14:37:00,3200,3200,0,0.0,54402,2024/05/07 14:42:38,
13883,2024/05/07 14:00:00,2024/05/07 14:40:00,3200,0,3200,100.0,吏???????,2024/05/07 14:42:38,
13884,2024/05/07 14:00:00,2024/05/07 14:41:00,5,5,0,0.0,32244,2024/05/07 14:42:38,
13885,2024/05/07 14:00:00,2024/05/07 14:40:00,3200,3200,0,0.0,56190,2024/05/07 14:45:38,
13886,2024/05/07 08:00:00,2024/05/07 14:41:00,3200,3200,0,0.0,54051,2024/05/07 14:45:38,
13887,2024/05/07 14:20:00,2024/05/07 14:41:00,1000,1000,0,0.0,吏???????,2024/05/07 14:45:38,
13888,2024/05/07 00:00:00,2024/05/07 14:40:00,3200,3200,0,0.0,吏???????,2024/05/07 14:45:38,
13889,2024/05/07 06:00:00,2024/05/07 14:41:00,3200,3200,0,0.0,吏???????,2024/05/07 14:45:38,
13891,2024/05/07 14:00:00,2024/05/07 14:41:00,3200,3200,0,0.0,55918,2024/05/07 14:45:38,
13892,2024/05/07 14:40:00,2024/05/07 14:39:00,3200,3200,0,0.0,55121,2024/05/07 14:45:38,
13894,2024/05/07 14:00:00,2024/05/07 17:40:00,3200,3200,0,0.0,55460,2024/05/07 14:45:38,
13895,2024/05/07 14:40:00,2024/05/07 14:40:00,3200,3200,0,0.0,吏???????,2024/05/07 14:45:38,
13896,2024/05/07 15:41:00,2024/05/07 14:40:00,3200,3200,0,0.0,56314,2024/05/07 14:45:38,
13897,2024/05/07 14:00:00,2024/05/07 14:43:00,3200,0,3200,100.0,31772,2024/05/07 14:45:38,
13898,2024/05/07 08:00:00,2024/05/07 14:42:00,3200,3200,0,0.0,吏???????,2024/05/07 14:45:38,
13899,2024/05/07 00:00:00,2024/05/07 14:42:00,3200,3200,0,0.0,31134,2024/05/07 14:45:38,
13901,2024/05/07 14:00:00,2024/05/07 14:45:00,3200,3200,0,0.0,31164,2024/05/07 14:48:38,
13902,2024/05/07 14:30:00,2024/05/07 14:45:00,3100,3100,0,0.0,32209,2024/05/07 14:48:38,
13903,2024/05/07 14:20:00,2024/05/07 14:46:00,1000,1000,0,0.0,吏???????,2024/05/07 14:48:38,
13904,2024/05/07 14:49:00,2024/05/07 14:49:00,3200,3200,0,0.0,50244,2024/05/07 14:51:38,
13905,2024/05/07 14:00:00,2024/05/07 14:49:00,3200,0,3200,100.0,32144,2024/05/07 14:51:38,
13906,2024/05/07 14:53:00,2024/05/07 14:52:00,3200,3200,0,0.0,06664,2024/05/07 14:54:38,
13907,2024/05/07 14:48:00,2024/05/07 14:48:00,3200,3200,0,0.0,07015,2024/05/07 14:54:38,
13908,2024/05/07 14:52:00,2024/05/07 19:00:00,3200,3200,0,0.0,吏???????,2024/05/07 14:54:38,
13909,2024/05/07 10:00:00,2024/05/07 14:52:00,350,350,0,0.0,34695,2024/05/07 14:54:38,
13910,2024/05/07 14:53:00,2024/05/07 14:53:00,3200,3200,0,0.0,吏???????,2024/05/07 14:54:38,
13911,2024/05/07 14:44:00,2024/05/07 14:43:00,3200,3200,0,0.0,吏???????,2024/05/07 14:54:38,
13912,2024/05/07 14:45:00,2024/05/07 14:46:00,3200,3200,0,0.0,吏???????,2024/05/07 14:57:38,
13913,2024/05/07 14:53:00,2024/05/07 14:45:00,3200,3200,0,0.0,吏???????,2024/05/07 14:57:38,
13914,2024/05/07 14:52:00,2024/05/07 14:52:00,3200,3200,0,0.0,吏???????,2024/05/07 14:57:38,
13915,2024/05/07 01:01:00,2024/05/07 15:47:00,3200,3200,0,0.0,06279,2024/05/07 14:57:38,
13916,2024/05/07 14:54:00,2024/05/07 14:52:00,3200,3200,0,0.0,吏???????,2024/05/07 14:57:38,
13917,2024/05/07 14:00:00,2024/05/07 14:59:00,3200,1600,1600,50.0,吏???????,2024/05/07 15:00:38,
13918,2024/05/07 13:59:00,2024/05/07 14:59:00,3200,3200,0,0.0,27362,2024/05/07 15:00:38,
13919,2024/05/07 09:00:00,2024/05/07 15:05:00,3200,3200,0,0.0,25803,2024/05/07 15:06:58,
13920,2024/05/07 15:07:00,2024/05/07 15:08:00,3200,3200,0,0.0,吏???????,2024/05/07 15:09:58,
13921,2024/05/07 15:09:00,2024/05/07 15:09:00,3200,3200,0,0.0,44947,2024/05/07 15:12:58,
13922,2024/05/07 15:13:00,2024/05/07 15:13:00,3200,3200,0,0.0,吏???????,2024/05/07 15:15:58,
13923,2024/05/07 15:14:00,2024/05/07 15:14:00,3200,3200,0,0.0,吏???????,2024/05/07 15:15:58,
13924,2024/05/07 15:14:00,2024/05/07 15:13:00,3200,3200,0,0.0,49072,2024/05/07 15:15:58,
13925,2024/05/07 15:15:00,2024/05/07 15:15:00,3200,3200,0,0.0,01117,2024/05/07 15:15:58,
13926,2024/05/07 15:11:00,2024/05/07 15:14:00,3200,3200,0,0.0,吏???????,2024/05/07 15:15:58,
13927,2024/05/07 15:10:00,2024/05/07 15:14:00,3200,3200,0,0.0,46976,2024/05/07 15:15:58,
13928,2024/05/07 15:07:00,2024/05/07 15:14:00,3200,3200,0,0.0,02072,2024/05/07 15:15:58,
13929,2024/05/07 15:14:00,2024/05/07 15:14:00,3200,3200,0,0.0,04167,2024/05/07 15:18:58,
13930,2024/05/07 15:15:00,2024/05/07 15:15:00,3200,3200,0,0.0,吏???????,2024/05/07 15:18:58,
13931,2024/05/07 15:15:00,2024/05/07 15:15:00,3200,3200,0,0.0,04705,2024/05/07 15:18:58,
13932,2024/05/07 15:15:00,2024/05/07 15:15:00,3200,3200,0,0.0,49418,2024/05/07 15:18:58,
13933,2024/05/07 15:07:00,2024/05/07 15:14:00,3200,3200,0,0.0,50576,2024/05/07 15:18:58,
13934,2024/05/07 15:40:00,2024/05/07 15:16:00,3200,3200,0,0.0,吏???????,2024/05/07 15:18:58,
13935,2024/05/07 15:19:00,2024/05/07 15:19:00,3200,3200,0,0.0,01695,2024/05/07 15:21:58,
13936,2024/05/07 15:16:00,2024/05/07 15:17:00,3200,3200,0,0.0,吏???????,2024/05/07 15:21:58,
13937,2024/05/07 15:17:00,2024/05/07 15:17:00,3200,3200,0,0.0,吏???????,2024/05/07 15:21:58,
13938,2024/05/07 15:15:00,2024/05/07 15:18:00,3200,3200,0,0.0,49524,2024/05/07 15:21:58,
13939,2024/05/07 15:40:00,2024/05/07 15:19:00,3200,3200,0,0.0,吏???????,2024/05/07 15:21:58,
13940,2024/05/07 15:20:00,2024/05/07 15:19:00,3200,3200,0,0.0,03328,2024/05/07 15:21:58,
13941,2024/05/07 10:00:00,2024/05/07 15:17:00,3200,3200,0,0.0,吏???????,2024/05/07 15:21:58,
13942,2024/05/07 15:21:00,2024/05/07 15:21:00,3200,3200,0,0.0,04967,2024/05/07 15:24:58,
13943,2024/05/07 10:23:00,2024/05/07 15:23:00,3200,3200,0,0.0,32736,2024/05/07 15:24:58,
13944,2024/05/07 15:14:00,2024/05/07 15:23:00,526,526,0,0.0,32597,2024/05/07 15:24:58,
13945,2024/05/07 15:00:00,2024/05/07 15:25:00,3200,3200,0,0.0,吏???????,2024/05/07 15:24:58,
13946,2024/05/07 10:14:00,2024/05/07 15:23:00,3200,3200,0,0.0,33301,2024/05/07 15:27:58,
13947,2024/05/07 15:20:00,2024/05/07 15:25:00,3200,3200,0,0.0,32926,2024/05/07 15:27:58,
13948,2024/05/07 11:00:00,2024/05/07 15:25:00,3200,3200,0,0.0,34223,2024/05/07 15:27:58,
13949,2024/05/07 15:00:00,2024/05/07 15:25:00,3200,3200,0,0.0,吏???????,2024/05/07 15:27:58,
13950,2024/05/07 10:25:00,2024/05/07 15:25:00,3200,3200,0,0.0,31962,2024/05/07 15:27:58,
13951,2024/05/07 10:00:00,2024/05/07 15:25:00,3200,3200,0,0.0,吏???????,2024/05/07 15:27:58,
13952,2024/05/07 10:05:00,2024/05/07 15:25:00,4200,4200,0,0.0,33321,2024/05/07 15:27:58,
13953,2024/05/07 15:00:00,2024/05/07 15:25:00,3200,3200,0,0.0,32144,2024/05/07 15:27:58,
13954,2024/05/07 10:26:00,2024/05/07 15:26:00,3200,3200,0,0.0,34002,2024/05/07 15:27:58,
13955,2024/05/07 10:20:00,2024/05/07 15:26:00,1000,1000,0,0.0,吏???????,2024/05/07 15:27:58,
13956,2024/05/07 11:00:00,2024/05/07 15:27:00,3200,3200,0,0.0,吏???????,2024/05/07 15:27:58,
13957,2024/05/07 10:00:00,2024/05/07 15:28:00,3200,3200,0,0.0,35368,2024/05/07 15:30:58,
13958,2024/05/07 15:00:00,2024/05/07 15:29:00,3200,0,3200,100,吏???????,2024/05/07 15:30:58,2024/05/07 15:30:49
13959,2024/05/07 15:30:00,2024/05/07 15:30:00,3200,3200,0,0.0,31546,2024/05/07 15:33:58,
13960,2024/05/07 15:00:00,2024/05/07 15:32:00,3200,0,3200,100.0,吏???????,2024/05/07 15:33:58,
13961,2024/05/07 11:00:00,2024/05/07 15:32:00,3200,3200,0,0.0,31748,2024/05/07 15:36:58,
13962,2024/05/07 10:10:00,2024/05/07 15:40:00,3200,3200,0,0.0,吏???????,2024/05/07 15:39:58,
13963,2024/05/07 10:00:00,2024/05/07 15:36:00,3100,3100,0,0.0,吏???????,2024/05/07 15:39:58,
13964,2024/05/07 15:37:00,2024/05/07 15:37:00,3200,3200,0,0.0,48523,2024/05/07 15:42:58,
13965,2024/05/07 11:00:00,2024/05/07 15:43:00,1600,1600,0,0.0,31809,2024/05/07 15:45:58,
13966,2024/05/07 10:00:00,2024/05/07 15:56:00,3200,3200,0,0.0,吏???????,2024/05/07 15:53:58,
13967,2024/05/07 15:00:00,2024/05/07 15:52:00,3200,3200,0,0.0,31745,2024/05/07 15:53:58,
13968,2024/05/07 15:06:00,2024/05/07 15:55:00,3200,3200,0,0.0,吏???????,2024/05/07 15:57:38,
13969,2024/05/07 15:57:00,2024/05/07 15:57:00,3200,3200,0,0.0,54986,2024/05/07 16:00:38,
13970,2024/05/07 10:30:00,2024/05/07 16:00:00,3200,3200,0,0.0,吏???????,2024/05/07 16:03:38,
13971,2024/05/07 14:09:00,2024/05/28 15:58:00,3200,0,3200,100.0,33673,2024/05/07 16:03:38,
13972,2024/05/07 14:00:00,2024/05/07 16:01:00,3200,0,3200,100.0,31728,2024/05/07 16:03:38,
13973,2024/05/07 15:00:00,2024/05/07 16:03:00,3200,0,3200,100.0,31745,2024/05/07 16:06:38,
13974,2024/05/07 10:00:00,2024/05/07 16:11:00,1600,800,800,50,吏???????,2024/05/07 16:09:38,2024/05/07 16:09:22
13975,2024/05/07 15:00:00,2024/05/07 16:08:00,3200,3200,0,0.0,46068,2024/05/07 16:12:38,
13976,2024/05/07 10:00:00,2024/05/08 16:14:00,1600,800,800,50.0,吏???????,2024/05/07 16:12:38,
13977,2024/05/07 16:00:00,2024/05/07 16:15:00,3200,3200,0,0.0,63139,2024/05/07 16:16:38,
13978,2024/05/07 16:10:00,2024/05/07 16:15:00,3200,3200,0,0.0,63142,2024/05/07 16:19:38,
13979,2024/05/07 10:00:00,2024/05/07 16:20:00,1600,0,1600,100,吏???????,2024/05/07 16:19:38,2024/05/07 16:17:11
13980,2024/05/07 16:10:00,2024/05/07 16:16:00,3200,3200,0,0.0,63579,2024/05/07 16:19:38,
13981,2024/05/07 16:17:00,2024/05/07 16:21:00,3200,3200,0,0.0,52043,2024/05/07 16:23:58,
13982,2024/05/08 03:00:00,2024/05/08 09:38:00,1000,1000,0,0.0,38473,2024/05/08 09:41:39,
13983,2024/05/08 09:40:00,2024/05/08 09:44:00,3200,3200,0,0.0,63142,2024/05/08 09:45:59,
13984,2024/05/08 09:40:00,2024/05/08 09:44:00,3200,3200,0,0.0,63579,2024/05/08 09:48:59,
13985,2024/05/08 09:40:00,2024/05/08 09:46:00,3200,3200,0,0.0,63139,2024/05/08 09:48:59,
13987,2024/05/08 01:00:00,2024/05/08 09:57:00,1000,0,1000,100.0,38473,2024/05/08 09:58:59,
13989,2024/05/08 15:00:00,2024/05/08 19:00:00,2800,2800,0,0.0,41587,2024/05/08 19:03:41,
13990,2024/05/09 17:00:00,2024/05/09 10:00:00,2800,2800,0,0.0,41142,2024/05/09 09:58:41,
13991,2024/05/09 11:00:00,2024/05/09 10:35:00,2800,2800,0,0.0,41142,2024/05/09 10:38:41,
13992,2024/05/09 13:00:00,2024/05/09 13:17:00,2800,2800,0,0.0,吏???????,2024/05/09 13:17:22,
13993,2024/05/09 13:10:00,2024/05/09 13:12:00,2800,2800,0,0.0,吏???????,2024/05/09 13:17:22,
13994,2024/05/09 13:16:00,2024/05/09 13:16:00,2800,2800,0,0.0,32725,2024/05/09 13:20:41,
13995,2024/05/09 13:10:00,2024/05/09 13:17:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
13996,2024/05/09 13:15:00,2024/05/09 13:17:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
13997,2024/05/09 13:15:00,2024/05/09 13:16:00,2800,2800,0,0.0,33321,2024/05/09 13:20:41,
13998,2024/05/09 13:18:00,2024/05/09 13:17:00,2800,2800,0,0.0,34002,2024/05/09 13:20:41,
13999,2024/05/09 13:10:00,2024/05/09 13:17:00,2800,2800,0,0.0,32929,2024/05/09 13:20:41,
14000,2024/05/09 13:10:00,2024/05/09 13:18:00,2800,2800,0,0.0,35352,2024/05/09 13:20:41,
14001,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14002,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,04967,2024/05/09 13:20:41,
14003,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,35344,2024/05/09 13:20:41,
14004,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,04167,2024/05/09 13:20:41,
14005,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,31546,2024/05/09 13:20:41,
14006,2024/05/09 13:19:00,2024/05/09 13:18:00,2800,2800,0,0.0,27642,2024/05/09 13:20:41,
14007,2024/05/09 13:10:00,2024/05/09 13:18:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14008,2024/05/09 13:00:00,2024/05/09 13:18:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14009,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,27010,2024/05/09 13:20:41,
14010,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,27405,2024/05/09 13:20:41,
14011,2024/05/09 13:19:00,2024/05/09 13:18:00,2800,2800,0,0.0,03328,2024/05/09 13:20:41,
14012,2024/05/09 13:00:00,2024/05/09 13:19:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14013,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,02142,2024/05/09 13:20:41,
14014,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,27355,2024/05/09 13:20:41,
14015,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14016,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14017,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,04705,2024/05/09 13:20:41,
14018,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,01695,2024/05/09 13:20:41,
14019,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,吏???????,2024/05/09 13:20:41,
14020,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,33311,2024/05/09 13:20:41,
14021,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,28047,2024/05/09 13:24:21,
14022,2024/05/09 13:18:00,2024/05/09 22:00:00,2800,2800,0,0.0,吏???????,2024/05/09 13:24:21,
14023,2024/05/09 13:18:00,2024/05/09 13:18:00,2800,2800,0,0.0,01117,2024/05/09 13:24:21,
14024,2024/05/09 13:19:00,2024/05/09 13:08:00,2800,2800,0,0.0,29030,2024/05/09 13:24:21,
14025,2024/05/09 13:19:00,2024/05/09 13:19:00,2800,2800,0,0.0,31962,2024/05/09 13:24:21,
14026,2024/05/09 13:20:00,2024/05/09 13:20:00,2800,2800,0,0.0,27174,2024/05/09 13:24:21,
14027,2024/05/09 13:21:00,2024/05/09 13:20:00,2800,2800,0,0.0,59104,2024/05/09 13:24:21,
14028,2024/05/09 13:20:00,2024/05/09 13:19:00,2800,2800,0,0.0,29114,2024/05/09 13:24:21,
14029,2024/05/09 13:22:00,2024/05/09 13:21:00,2800,2800,0,0.0,59454,2024/05/09 13:24:21,
14030,2024/05/09 13:10:00,2024/05/09 13:20:00,2800,2800,0,0.0,33413,2024/05/09 13:24:21,
14031,2024/05/09 13:20:00,2024/05/09 13:20:00,2800,2800,0,0.0,57149,2024/05/09 13:24:21,
14032,2024/05/09 13:21:00,2024/05/09 13:21:00,2800,2800,0,0.0,吏???????,2024/05/09 13:24:21,
14033,2024/05/09 13:30:00,2024/05/09 13:20:00,2800,2800,0,0.0,31772,2024/05/09 13:24:21,
14034,2024/05/09 13:21:00,2024/05/09 13:23:00,2800,2800,0,0.0,28909,2024/05/09 13:24:21,
14035,2024/05/09 13:21:00,2024/05/09 13:21:00,2800,2800,0,0.0,59565,2024/05/09 13:24:21,
