SN,IOEP_BGNG_DT,IOEP_END_DT,IOEP_LAK,LAK_0,PWRTRNSMSSN_LAK,NDMS,IOEP_RGN_ZIP,CRT_DT,MDFCN_DT
8194,2020/09/02 18:04:00,2020/09/02 18:32:00,76,76,0,0,-,2020/09/02 18:34:20,
8195,2020/09/02 18:37:00,2020/09/02 18:39:00,57,57,0,0,-,2020/09/02 18:44:00,
8196,2020/09/02 18:50:00,2020/09/02 18:55:00,418,418,0,0,-,2020/09/02 18:59:40,
8197,2020/09/02 18:52:00,2020/09/02 19:01:00,351,351,0,0,-,2020/09/02 19:06:00,
8198,2020/09/01 18:49:00,2020/09/02 19:08:00,682,682,0,0,-,2020/09/02 19:15:40,
8199,2020/09/02 19:03:00,2020/09/02 19:13:00,332,332,0,0,-,2020/09/02 19:15:40,
8200,2020/09/02 19:01:00,2020/09/02 19:15:00,2296,2296,0,0,-,2020/09/02 19:22:00,
8201,2020/09/02 19:04:00,2020/09/02 19:17:00,21,21,0,0,-,2020/09/02 19:22:00,
8202,2020/09/02 19:05:00,2020/09/02 19:17:00,75,75,0,0,-,2020/09/02 19:22:00,
8203,2020/09/02 19:15:00,2020/09/02 19:19:00,329,329,0,0,-,2020/09/02 19:22:00,
8204,2020/09/02 19:20:00,2020/09/02 19:24:00,3,3,0,0,-,2020/09/02 19:28:20,
8205,2020/09/02 19:30:00,2020/09/02 19:37:00,131,131,0,0,-,2020/09/02 19:41:00,
8206,2020/09/02 19:30:00,2020/09/02 19:39:00,2,2,0,0,-,2020/09/02 19:47:20,
8207,2020/09/02 19:37:00,2020/09/02 19:44:00,3460,3460,0,0,-,2020/09/02 19:47:20,
8208,2020/09/02 19:44:00,2020/09/02 19:46:00,157,157,0,0,-,2020/09/02 19:53:40,
8209,2020/09/02 19:16:00,2020/09/02 19:44:00,650,650,0,0,null,2020/09/02 20:00:01,2020/09/02 19:56:19
8210,2020/09/02 19:55:00,2020/09/02 20:04:00,288,288,0,0,-,2020/09/02 20:06:21,
8211,2020/09/02 19:58:00,2020/09/02 20:05:00,1009,1009,0,0,-,2020/09/02 20:06:21,
8212,2020/09/02 19:48:00,2020/09/02 20:06:00,387,387,0,0,-,2020/09/02 20:12:41,
8213,2020/09/02 20:01:00,2020/09/02 20:08:00,156,156,0,0,-,2020/09/02 20:12:41,
8214,2020/09/02 20:10:00,2020/09/02 20:20:00,3,3,0,0,-,2020/09/02 20:22:21,
8215,2020/09/02 19:20:00,2020/09/02 20:21:00,225,225,0,0,-,2020/09/02 20:28:41,
8216,2020/09/02 08:25:00,2020/09/02 20:27:00,39,39,0,0,-,2020/09/02 20:28:41,
8217,2020/09/02 19:57:00,2020/09/02 20:28:00,1637,1637,0,0,-,2020/09/02 20:35:01,
8218,2020/09/02 20:16:00,2020/09/02 20:31:00,671,671,0,0,-,2020/09/02 20:35:01,
8219,2020/09/02 20:17:00,2020/09/02 20:33:00,558,558,0,0,-,2020/09/02 20:35:01,
8220,2020/09/02 20:24:00,2020/09/02 20:35:00,77,77,0,0,-,2020/09/02 20:41:21,
8221,2020/09/02 19:23:00,2020/09/02 20:36:00,225,225,0,0,-,2020/09/02 20:41:21,
8222,2020/09/02 20:33:00,2020/09/02 20:38:00,154,154,0,0,-,2020/09/02 20:41:21,
8223,2020/09/02 20:37:00,2020/09/02 20:47:00,547,547,0,0,-,2020/09/02 20:53:41,
8224,2020/09/02 20:45:00,2020/09/02 20:56:00,321,321,0,0,-,2020/09/02 21:00:02,
8225,2020/09/02 20:47:00,2020/09/02 21:15:00,4536,4536,0,0,-,2020/09/02 21:18:01,
8226,2020/09/02 20:43:00,2020/09/02 21:18:00,43,43,0,0,-,2020/09/02 21:24:21,
8227,2020/09/02 20:58:00,2020/09/02 21:18:00,1537,1537,0,0,-,2020/09/02 21:24:21,
8228,2020/09/02 21:00:00,2020/09/02 21:21:00,308,308,0,0,-,2020/09/02 21:24:21,
8229,2020/09/02 21:02:00,2020/09/02 21:22:00,663,663,0,0,-,2020/09/02 21:24:21,
8230,2020/09/02 21:28:00,2020/09/02 21:36:00,1201,1201,0,0,-,2020/09/02 21:39:21,
8231,2020/09/02 21:35:00,2020/09/02 21:44:00,39,39,0,0,-,2020/09/02 21:45:41,
8232,2020/09/02 21:36:00,2020/09/02 21:46:00,497,497,0,0,-,2020/09/02 21:51:41,
8233,2020/09/02 21:36:00,2020/09/02 21:48:00,768,768,0,0,-,2020/09/02 21:51:41,
8234,2020/09/02 21:44:00,2020/09/02 21:49:00,308,308,0,0,-,2020/09/02 21:51:41,
8235,2020/09/02 21:46:00,2020/09/03 23:52:00,189,189,0,0,-,2020/09/02 22:13:01,
8236,2020/09/02 22:03:00,2020/09/02 22:18:00,1605,1605,0,0,-,2020/09/02 22:22:21,
8237,2020/09/02 21:50:00,2020/09/02 22:19:00,12,12,0,0,-,2020/09/02 22:28:41,
8238,2020/09/02 22:13:00,2020/09/02 22:20:00,961,961,0,0,-,2020/09/02 22:28:41,
8239,2020/09/02 21:07:00,2020/09/02 22:24:00,11,11,0,0,-,2020/09/02 22:28:41,
8240,2020/09/02 10:02:00,2020/09/02 22:19:00,973,973,0,0,null,2020/09/02 22:28:41,2020/09/02 22:27:38
8241,2020/09/02 21:58:00,2020/09/02 22:00:00,242,113,129,53.31,-,2020/09/02 22:34:41,
8242,2020/09/02 19:30:00,2020/09/02 20:22:00,1,0,1,100,null,2020/09/02 22:41:01,2020/09/02 22:39:22
8243,2020/09/02 21:34:00,2020/09/02 22:45:00,53,53,0,0,-,2020/09/02 22:50:21,
8244,2020/09/02 22:43:00,2020/09/02 22:50:00,50,50,0,0,null,2020/09/02 22:56:21,2020/09/02 22:55:04
8245,2020/09/02 22:44:00,2020/09/02 22:51:00,40,40,0,0,null,2020/09/02 22:56:21,2020/09/02 22:55:16
8246,2020/09/02 21:58:00,2020/09/02 22:51:00,113,113,0,0,-,2020/09/02 22:56:21,
8247,2020/09/02 22:14:00,2020/09/02 22:57:00,5695,5695,0,0,-,2020/09/02 23:02:41,
8248,2020/09/02 22:36:00,2020/09/02 22:58:00,36,36,0,0,-,2020/09/02 23:02:41,
8249,2020/09/02 22:14:00,2020/09/02 22:58:00,10400,10400,0,0,null,2020/09/02 23:02:41,2020/09/02 23:01:02
8250,2020/09/02 22:55:00,2020/09/03 23:01:00,208,208,0,0,-,2020/09/02 23:08:41,
8251,2020/09/02 22:38:00,2020/09/02 23:12:00,154,154,0,0,-,2020/09/02 23:15:01,
8252,2020/09/02 22:54:00,2020/09/02 23:10:00,849,849,0,0,-,2020/09/02 23:21:01,
8253,2020/09/02 23:14:00,2020/09/02 23:22:00,13,13,0,0,-,2020/09/02 23:27:21,
8254,2020/09/02 22:57:00,2020/09/02 23:21:00,1044,1044,0,0,-,2020/09/02 23:27:21,
8255,2020/09/02 23:27:00,2020/09/02 23:33:00,477,477,0,0,-,2020/09/02 23:36:41,
8256,2020/09/02 23:12:00,2020/09/02 23:35:00,22,22,0,0,-,2020/09/02 23:42:41,
8257,2020/09/02 23:20:00,2020/09/02 23:37:00,2913,2913,0,0,-,2020/09/02 23:42:41,
8258,2020/09/02 22:34:00,2020/09/02 23:36:00,295,295,0,0,-,2020/09/02 23:42:41,
8259,2020/09/02 22:41:00,2020/09/02 23:40:00,1361,1361,0,0,-,2020/09/02 23:42:41,
8260,2020/09/02 23:34:00,2020/09/03 00:00:00,99,99,0,0,null,2020/09/02 23:42:41,2020/09/02 23:42:13
8261,2020/09/02 22:53:00,2020/09/02 23:42:00,980,980,0,0,-,2020/09/02 23:49:01,
8262,2020/09/02 23:36:00,2020/09/03 23:43:00,2322,2322,0,0,-,2020/09/02 23:49:01,
8263,2020/09/02 23:26:00,2020/09/02 23:47:00,37,12,25,67.57,null,2020/09/02 23:55:01,2020/09/02 23:52:40
8264,2020/09/02 23:39:00,2020/09/03 23:53:00,1184,1184,0,0,-,2020/09/02 23:55:01,
8267,2020/09/02 23:53:00,2020/09/02 23:58:00,190,190,0,0,-,2020/09/03 00:01:21,
8281,2020/09/03 00:11:00,2020/09/03 00:22:00,1347,92,1255,93.17,-,2020/09/03 00:32:41,
8282,2020/09/03 00:13:00,2020/09/03 00:24:00,220,220,0,0,-,2020/09/03 00:32:41,
8283,2020/09/03 00:00:00,2020/09/03 00:28:00,93,93,0,0,-,2020/09/03 00:32:41,
8284,2020/09/02 23:24:00,2020/09/03 00:22:00,221,0,221,100,-,2020/09/03 00:32:41,
8285,2020/09/03 00:25:00,2020/09/03 00:30:00,1171,1171,0,0,-,2020/09/03 00:39:01,
8286,2020/09/03 00:30:00,2020/09/03 00:35:00,264,264,0,0,-,2020/09/03 00:39:01,
8287,2020/09/03 00:29:00,2020/09/03 00:39:00,3,3,0,0,-,2020/09/03 00:45:01,
8288,2020/09/03 00:37:00,2020/09/03 00:40:00,1652,1652,0,0,-,2020/09/03 00:45:01,
8289,2020/09/03 00:34:00,2020/09/03 00:40:00,3030,3030,0,0,-,2020/09/03 00:45:01,
8290,2020/09/02 23:53:00,2020/09/03 00:41:00,700,700,0,0,-,2020/09/03 00:45:01,
8291,2020/09/03 00:30:00,2020/09/03 00:34:00,2959,0,2959,100,-,2020/09/03 00:45:01,
8313,2020/09/03 01:05:00,2020/09/03 01:09:00,1287,1287,0,0,-,2020/09/03 01:16:02,
8314,2020/09/02 23:31:00,2020/09/03 00:52:00,328,0,328,100,-,2020/09/03 01:16:02,
8336,2020/09/03 01:09:00,2020/09/03 01:33:00,160,160,0,0,-,2020/09/03 01:41:01,
8337,2020/09/03 00:50:00,2020/09/03 01:34:00,139,139,0,0,-,2020/09/03 01:41:01,
8338,2020/09/03 01:31:00,2020/09/03 01:34:00,50,50,0,0,-,2020/09/03 01:41:01,
8339,2020/09/03 01:24:00,2020/09/03 01:31:00,744,744,0,0,-,2020/09/03 01:41:01,
8340,2020/09/03 00:25:00,2020/09/03 01:35:00,1855,1855,0,0,-,2020/09/03 01:41:01,
8341,2020/09/03 00:50:00,2020/09/03 01:37:00,545,545,0,0,-,2020/09/03 01:41:01,
8342,2020/09/03 00:32:00,2020/09/03 23:38:00,1,1,0,0,-,2020/09/03 01:41:01,
8343,2020/09/02 23:55:00,2020/09/03 01:38:00,4310,4310,0,0,-,2020/09/03 01:41:01,
8344,2020/09/03 01:28:00,2020/09/03 01:39:00,46,46,0,0,-,2020/09/03 01:41:01,
8345,2020/09/02 22:49:00,2020/09/03 01:40:00,252,252,0,0,-,2020/09/03 01:47:01,
8346,2020/09/03 00:45:00,2020/09/03 01:40:00,225,225,0,0,-,2020/09/03 01:47:01,
8347,2020/09/03 01:34:00,2020/09/03 01:34:00,282,282,0,0,-,2020/09/03 01:47:01,
8348,2020/09/03 01:13:00,2020/09/03 01:41:00,635,635,0,0,-,2020/09/03 01:47:01,
8349,2020/09/03 01:21:00,2020/09/03 01:43:00,480,480,0,0,-,2020/09/03 01:47:01,
8350,2020/09/03 01:35:00,2020/09/03 01:42:00,33,33,0,0,-,2020/09/03 01:47:01,
8351,2020/09/03 01:27:00,2020/09/03 01:43:00,604,604,0,0,-,2020/09/03 01:47:01,
8352,2020/09/03 01:26:00,2020/09/03 01:44:00,477,477,0,0,-,2020/09/03 01:47:01,
8353,2020/09/03 01:34:00,2020/09/03 01:45:00,526,526,0,0,-,2020/09/03 01:47:01,
8354,2020/09/03 01:27:00,2020/09/03 01:45:00,441,441,0,0,-,2020/09/03 01:47:01,
8355,2020/09/03 01:27:00,2020/09/03 01:49:00,1,1,0,0,-,2020/09/03 01:53:23,
8356,2020/09/03 01:30:00,2020/09/03 01:49:00,862,862,0,0,-,2020/09/03 01:53:23,
8357,2020/09/03 01:01:00,2020/09/03 01:46:00,1142,1142,0,0,-,2020/09/03 01:53:23,
8358,2020/09/03 01:30:00,2020/09/03 01:35:00,151,0,151,100,null,2020/09/03 01:59:21,2020/09/03 01:56:41
8359,2020/09/03 01:46:00,2020/09/03 01:46:00,199,199,0,0,-,2020/09/03 01:59:21,
8360,2020/09/03 01:39:00,2020/09/03 01:51:00,271,271,0,0,null,2020/09/03 01:59:21,2020/09/03 01:58:47
8361,2020/09/03 01:43:00,2020/09/03 01:57:00,828,828,0,0,-,2020/09/03 02:05:41,
8362,2020/09/03 01:40:00,2020/09/03 01:57:00,5,5,0,0,-,2020/09/03 02:05:41,
8363,2020/09/03 01:30:00,2020/09/03 02:01:00,5417,5417,0,0,-,2020/09/03 02:05:41,
8364,2020/09/03 01:33:00,2020/09/03 12:00:00,1746,1746,0,0,-,2020/09/03 02:05:41,
8365,2020/09/03 01:32:00,2020/09/03 02:04:00,282,282,0,0,-,2020/09/03 02:11:42,
8366,2020/09/03 01:39:00,2020/09/03 02:06:00,2075,2075,0,0,-,2020/09/03 02:11:42,
8367,2020/09/03 00:06:00,2020/09/03 02:06:00,1316,1316,0,0,-,2020/09/03 02:11:42,
8368,2020/09/03 01:42:00,2020/09/03 02:00:00,30,30,0,0,-,2020/09/03 02:11:42,
8369,2020/09/03 01:50:00,2020/09/03 02:08:00,153,153,0,0,-,2020/09/03 02:11:42,
8370,2020/09/03 01:48:00,2020/09/03 02:10:00,1195,1195,0,0,-,2020/09/03 02:17:41,
8371,2020/09/03 00:43:00,2020/09/03 02:03:00,906,906,0,0,-,2020/09/03 02:17:41,
8372,2020/09/03 01:40:00,2020/09/03 02:15:00,32,32,0,0,-,2020/09/03 02:17:41,
8373,2020/09/03 00:06:00,2020/09/03 02:18:00,1331,1331,0,0,-,2020/09/03 02:24:02,
8374,2020/09/03 00:26:00,2020/09/03 02:20:00,4,4,0,0,-,2020/09/03 02:24:02,
8375,2020/09/03 00:55:00,2020/09/03 02:14:00,2963,2963,0,0,-,2020/09/03 02:24:02,
8376,2020/09/03 01:57:00,2020/09/03 02:21:00,215,215,0,0,-,2020/09/03 02:24:02,
8377,2020/09/03 00:32:00,2020/09/03 02:21:00,428,428,0,0,-,2020/09/03 02:24:02,
8378,2020/09/03 02:16:00,2020/09/03 02:20:00,536,536,0,0,-,2020/09/03 02:30:01,
8379,2020/09/03 00:33:00,2020/09/03 02:24:00,1320,1320,0,0,-,2020/09/03 02:30:01,
8380,2020/09/03 00:16:00,2020/09/03 02:24:00,18,18,0,0,-,2020/09/03 02:30:01,
8381,2020/09/03 01:38:00,2020/09/03 02:10:00,58,58,0,0,-,2020/09/03 02:30:01,
8382,2020/09/03 02:23:00,2020/09/03 02:27:00,397,397,0,0,-,2020/09/03 02:30:01,
8383,2020/09/03 02:22:00,2020/09/03 02:26:00,77,77,0,0,-,2020/09/03 02:30:01,
8384,2020/09/03 02:23:00,2020/09/03 02:28:00,278,278,0,0,-,2020/09/03 02:30:01,
8407,2020/09/03 01:39:00,2020/09/03 02:46:00,700,700,0,0,-,2020/09/03 02:54:41,
8408,2020/09/03 01:20:00,2020/09/03 02:52:00,622,622,0,0,-,2020/09/03 02:54:41,
8409,2020/09/03 01:25:00,2020/09/03 02:54:00,762,762,0,0,-,2020/09/03 03:00:41,
8410,2020/09/03 02:10:00,2020/09/03 02:54:00,515,515,0,0,-,2020/09/03 03:00:41,
8411,2020/09/03 02:10:00,2020/09/03 02:57:00,33,33,0,0,-,2020/09/03 03:00:41,
8412,2020/09/03 02:14:00,2020/09/03 02:59:00,12,12,0,0,-,2020/09/03 03:00:41,
8413,2020/09/03 02:21:00,2020/09/03 03:00:00,109,109,0,0,-,2020/09/03 03:06:41,
8414,2020/09/03 02:20:00,2020/09/03 03:01:00,64,64,0,0,-,2020/09/03 03:06:41,
8415,2020/09/03 02:21:00,2020/09/03 03:02:00,64,64,0,0,-,2020/09/03 03:06:41,
8416,2020/09/03 02:23:00,2020/09/03 03:04:00,7,7,0,0,-,2020/09/03 03:06:41,
8417,2020/09/03 02:28:00,2020/09/03 03:05:00,6,6,0,0,-,2020/09/03 03:06:41,
8418,2020/09/03 02:12:00,2020/09/03 02:13:00,72,72,0,0,-,2020/09/03 03:06:41,
8431,2020/09/03 03:18:00,2020/09/03 03:25:00,695,695,0,0,-,2020/09/03 03:31:21,
8432,2020/09/03 02:43:00,2020/09/03 03:27:00,12,12,0,0,-,2020/09/03 03:31:21,
8433,2020/09/03 03:09:00,2020/09/03 03:30:00,915,915,0,0,-,2020/09/03 03:37:21,
8434,2020/09/03 03:15:00,2020/09/03 03:29:00,5,5,0,0,-,2020/09/03 03:37:21,
8435,2020/09/03 03:23:00,2020/09/03 03:31:00,15,15,0,0,-,2020/09/03 03:37:21,
8436,2020/09/03 03:30:00,2020/09/03 03:38:00,220,220,0,0,-,2020/09/03 03:43:41,
8437,2020/09/03 02:22:00,2020/09/03 03:28:00,77,0,77,100,-,2020/09/03 03:43:41,
8438,2020/09/03 03:45:00,2020/09/03 03:55:00,4,4,0,0,-,2020/09/03 03:59:02,
8439,2020/09/03 02:36:00,2020/09/03 03:32:00,423,0,423,100,-,2020/09/03 03:59:02,
8440,2020/09/03 02:38:00,2020/09/03 03:55:00,350,350,0,0,-,2020/09/03 03:59:02,
8441,2020/09/03 02:33:00,2020/09/03 04:00:00,767,767,0,0,-,2020/09/03 04:05:02,
8446,2020/09/03 01:48:00,2020/09/03 04:17:00,176,176,0,0,-,2020/09/03 04:23:21,
8447,2020/09/03 04:14:00,2020/09/03 04:27:00,554,554,0,0,-,2020/09/03 04:29:42,
8448,2020/09/03 01:39:00,2020/09/03 04:27:00,19,19,0,0,-,2020/09/03 04:29:42,
8477,2020/09/03 03:15:00,2020/09/03 04:54:00,0,0,0,0,-,2020/09/03 05:01:02,
8479,2020/09/03 02:52:00,2020/09/03 04:54:00,544,544,0,0,-,2020/09/03 05:01:02,
8480,2020/09/03 03:15:00,2020/09/03 04:54:00,0,0,0,0,-,2020/09/03 05:01:02,
8481,2020/09/03 02:54:00,2020/09/03 04:55:00,905,905,0,0,-,2020/09/03 05:01:02,
8482,2020/09/03 02:54:00,2020/09/03 04:56:00,473,473,0,0,-,2020/09/03 05:01:02,
8483,2020/09/03 03:15:00,2020/09/03 04:57:00,0,0,0,0,-,2020/09/03 05:01:02,
8484,2020/09/03 03:10:00,2020/09/03 04:56:00,697,697,0,0,-,2020/09/03 05:01:02,
8485,2020/09/03 02:57:00,2020/09/03 04:57:00,33,33,0,0,-,2020/09/03 05:01:02,
8486,2020/09/03 03:15:00,2020/09/03 04:57:00,0,0,0,0,-,2020/09/03 05:01:02,
8488,2020/09/03 03:12:00,2020/09/03 04:57:00,903,903,0,0,-,2020/09/03 05:01:02,
8489,2020/09/03 03:15:00,2020/09/03 04:58:00,0,0,0,0,-,2020/09/03 05:01:02,
8490,2020/09/03 02:59:00,2020/09/03 04:58:00,898,898,0,0,-,2020/09/03 05:01:02,
8491,2020/09/03 03:15:00,2020/09/03 04:59:00,738,738,0,0,-,2020/09/03 05:01:02,
8511,2020/09/03 04:23:00,2020/09/03 05:51:00,354,354,0,0,-,2020/09/03 05:20:22,
8512,2020/09/03 04:23:00,2020/09/03 06:14:00,354,354,0,0,-,2020/09/03 05:20:22,
8513,2020/09/03 03:24:00,2020/09/03 05:02:00,580,580,0,0,-,2020/09/03 05:20:22,
8514,2020/09/03 04:24:00,2020/09/03 05:23:00,569,569,0,0,-,2020/09/03 05:26:42,
8515,2020/09/03 03:00:00,2020/09/03 05:23:00,124,124,0,0,-,2020/09/03 05:33:22,
8516,2020/09/03 05:07:00,2020/09/03 05:32:00,62,62,0,0,-,2020/09/03 05:39:42,
8517,2020/09/03 05:29:00,2020/09/03 05:29:00,234,234,0,0,-,2020/09/03 05:39:42,
8563,2020/09/03 02:48:00,2020/09/03 06:33:00,75,75,0,0,-,2020/09/03 06:40:42,
8564,2020/09/03 02:51:00,2020/09/03 06:36:00,103,103,0,0,-,2020/09/03 06:40:42,
8565,2020/09/03 02:22:00,2020/09/03 06:36:00,7,7,0,0,-,2020/09/03 06:40:42,
8566,2020/09/03 02:26:00,2020/09/03 06:37:00,26,26,0,0,-,2020/09/03 06:40:42,
8567,2020/09/03 02:53:00,2020/09/03 06:38:00,158,158,0,0,-,2020/09/03 06:40:42,
8568,2020/09/03 02:29:00,2020/09/03 06:38:00,33,33,0,0,-,2020/09/03 06:40:42,
8569,2020/09/03 02:58:00,2020/09/03 06:38:00,59,59,0,0,-,2020/09/03 06:40:42,
8570,2020/09/03 02:21:00,2020/09/03 06:39:00,286,286,0,0,-,2020/09/03 06:40:42,
8571,2020/09/03 02:30:00,2020/09/03 06:39:00,148,148,0,0,-,2020/09/03 06:40:42,
8572,2020/09/03 03:07:00,2020/09/03 06:39:00,47,47,0,0,-,2020/09/03 06:47:22,
8573,2020/09/03 03:09:00,2020/09/03 06:40:00,641,641,0,0,-,2020/09/03 06:47:22,
8574,2020/09/03 02:41:00,2020/09/03 06:44:00,597,49,548,91.79,null,2020/09/03 06:47:22,2020/09/03 06:44:10
8575,2020/09/03 03:17:00,2020/09/03 06:41:00,340,340,0,0,-,2020/09/03 06:47:22,
8576,2020/09/03 03:20:00,2020/09/03 06:42:00,75,75,0,0,-,2020/09/03 06:47:22,
8577,2020/09/03 03:08:00,2020/09/03 06:44:00,27,3,24,88.89,null,2020/09/03 06:47:22,2020/09/03 06:44:15
8578,2020/09/03 01:16:00,2020/09/03 05:40:00,3276,0,3276,100,-,2020/09/03 06:47:22,
8579,2020/09/03 03:40:00,2020/09/03 06:43:00,1,1,0,0,-,2020/09/03 06:47:22,
8580,2020/09/03 03:31:00,2020/09/03 06:43:00,1356,1356,0,0,-,2020/09/03 06:47:22,
8581,2020/09/03 06:17:00,2020/09/03 06:28:00,7,0,7,100,-,2020/09/03 06:47:22,
8590,2020/09/03 01:20:00,2020/09/03 03:26:00,702,0,702,100,-,2020/09/03 07:06:41,
8591,2020/09/03 06:17:00,2020/09/03 06:28:00,5,0,5,100,-,2020/09/03 07:06:41,
8592,2020/09/03 05:04:00,2020/09/03 05:57:00,710,0,710,100,-,2020/09/03 07:06:41,
8593,2020/09/03 07:02:00,2020/09/03 07:02:00,12,12,0,0,-,2020/09/03 07:06:41,
8594,2020/09/03 03:03:00,2020/09/03 04:58:00,383,0,383,100,-,2020/09/03 07:06:41,
8595,2020/09/03 06:06:00,2020/09/03 07:04:00,20,20,0,0,-,2020/09/03 07:06:41,
8596,2020/09/03 06:18:00,2020/09/03 07:03:00,600,600,0,0,-,2020/09/03 07:06:41,
8597,2020/09/03 06:43:00,2020/09/03 07:04:00,466,466,0,0,-,2020/09/03 07:06:41,
8631,2020/09/03 03:06:00,2020/09/03 07:38:00,28,28,0,0,-,2020/09/03 07:46:21,
8632,2020/09/03 03:34:00,2020/09/03 07:40:00,3057,3057,0,0,-,2020/09/03 07:46:21,
8633,2020/09/03 02:03:00,2020/09/03 07:30:00,161,101,60,37.27,null,2020/09/03 07:46:21,2020/09/03 07:45:11
8634,2020/09/03 01:51:00,2020/09/03 07:44:00,263,108,155,58.94,null,2020/09/03 07:46:21,2020/09/03 07:44:58
8635,2020/09/03 03:38:00,2020/09/03 07:40:00,2396,2396,0,0,-,2020/09/03 07:46:21,
8636,2020/09/03 02:07:00,2020/09/03 07:44:00,10,0,10,100,null,2020/09/03 07:46:21,2020/09/03 07:44:24
8637,2020/09/03 02:15:00,2020/09/03 07:44:00,373,93,280,75.07,null,2020/09/03 07:46:21,2020/09/03 07:44:33
8638,2020/09/03 02:57:00,2020/09/03 07:42:00,2908,2908,0,0,-,2020/09/03 07:46:21,
8639,2020/09/03 02:19:00,2020/09/03 07:44:00,1,0,1,100,null,2020/09/03 07:46:21,2020/09/03 07:44:41
8678,2020/09/03 01:01:00,2020/09/03 08:35:00,1824,0,1824,100,null,2020/09/03 08:41:01,2020/09/03 08:35:35
8679,2020/09/03 02:38:00,2020/09/03 08:15:00,1,0,1,100,null,2020/09/03 08:41:01,2020/09/03 08:36:36
8680,2020/09/03 07:45:00,2020/09/03 07:45:00,1275,1275,0,0,-,2020/09/03 08:47:41,
8681,2020/09/03 02:16:00,2020/09/03 07:34:00,2167,0,2167,100,-,2020/09/03 08:47:41,
8682,2020/09/03 08:26:00,2020/09/03 08:36:00,218,218,0,0,-,2020/09/03 08:47:41,
8683,2020/09/03 01:28:00,2020/09/03 08:44:00,833,833,0,0,-,2020/09/03 08:47:41,
8699,2020/09/03 07:45:00,2020/09/03 07:45:00,500,0,500,100,-,2020/09/03 09:15:21,
8700,2020/09/03 05:01:00,2020/09/03 08:58:00,166,69,97,58.43,null,2020/09/03 09:15:21,2020/09/03 09:12:06
8701,2020/09/03 01:23:00,2020/09/03 03:26:00,702,0,702,100,-,2020/09/03 09:15:21,
8702,2020/09/03 08:15:00,2020/09/03 09:01:00,485,485,0,0,-,2020/09/03 09:15:21,
8703,2020/09/03 05:01:00,2020/09/03 07:07:00,166,97,69,41.57,null,2020/09/03 09:15:21,2020/09/03 09:14:32
8704,2020/09/03 08:32:00,2020/09/03 09:11:00,980,980,0,0,-,2020/09/03 09:15:21,
8705,2020/09/03 01:13:00,2020/09/03 09:13:00,4767,4767,0,0,-,2020/09/03 09:15:21,
8738,2020/09/03 10:20:00,2020/09/03 11:05:00,3180,3180,0,0,null,2020/09/03 11:21:22,2020/09/03 11:20:14
8739,2020/09/03 07:00:00,2020/09/03 11:31:00,3,3,0,0,-,2020/09/03 11:36:02,
8740,2020/09/03 11:02:00,2020/09/03 11:37:00,136,136,0,0,-,2020/09/03 11:44:42,
8741,2020/09/03 11:16:00,2020/09/03 11:38:00,94,94,0,0,-,2020/09/03 11:44:42,
8742,2020/09/03 00:46:00,2020/09/03 11:52:00,60,60,0,0,-,2020/09/03 11:53:22,
8743,2020/09/03 01:20:00,2020/09/03 01:30:00,209,0,209,100,-,2020/09/03 12:02:22,
8744,2020/09/03 02:00:00,2020/09/03 11:54:00,10,10,0,0,-,2020/09/03 12:02:22,
8745,2020/09/03 02:16:00,2020/09/03 03:42:00,2167,2167,0,0,-,2020/09/03 12:02:22,
8746,2020/09/03 01:22:00,2020/09/03 01:28:00,1486,1486,0,0,-,2020/09/03 12:02:22,
8747,2020/09/03 11:40:00,2020/09/03 11:56:00,1204,1204,0,0,-,2020/09/03 12:02:22,
8748,2020/09/03 05:04:00,2020/09/03 05:57:00,698,0,698,100,-,2020/09/03 13:20:42,
8749,2020/09/03 07:18:00,2020/09/03 10:31:00,260,0,260,100,-,2020/09/03 13:34:42,
8750,2020/09/03 06:13:00,2020/09/03 07:35:00,209,0,209,100,-,2020/09/03 13:43:22,
8751,2020/09/03 02:00:00,2020/09/03 14:24:00,11,0,11,100,null,2020/09/03 15:01:22,2020/09/03 15:00:15
8752,2020/09/03 07:00:00,2020/09/03 14:17:00,20,0,20,100,null,2020/09/03 15:10:02,2020/09/03 15:03:37
8753,2020/09/03 13:00:00,2020/09/03 15:06:00,40,40,0,0,-,2020/09/03 15:10:02,
8754,2020/09/03 04:00:00,2020/09/03 15:09:00,853,853,0,0,-,2020/09/03 15:18:42,
8755,2020/09/02 23:31:00,2020/09/03 15:22:00,328,328,0,0,-,2020/09/03 15:36:02,
8756,2020/09/03 03:20:00,2020/09/03 12:07:00,1694,0,1694,100,-,2020/09/03 15:47:42,
8757,2020/09/03 03:20:00,2020/09/03 12:07:00,1694,0,1694,100,null,2020/09/03 15:56:22,2020/09/03 15:49:19
8758,2020/09/03 03:20:00,2020/09/03 12:07:00,1694,0,1694,100,null,2020/09/03 15:56:22,2020/09/03 15:52:23
8759,2020/09/03 02:00:00,2020/09/03 16:28:00,638,638,0,0,-,2020/09/03 16:31:22,
8760,2020/09/03 02:00:00,2020/09/03 16:30:00,673,673,0,0,-,2020/09/03 16:31:22,
8761,2020/09/03 02:00:00,2020/09/03 16:38:00,227,0,227,100,null,2020/09/03 16:40:02,2020/09/03 16:38:57
